====== 37 MeV H into skin/skull/brain/tumour =======
        SRIM-2013.00
======================================== 
       Ion and Recoil PHONONS        
 See SRIM Outputs\TDATA.txt for calc. details
======================================== 
 See file :  SRIM Outputs\TDATA.txt calculation data
 Ion    =  H   Energy = 37000 keV
============= TARGET MATERIAL ======================================
Layer  1 : Skin_Human (W&W type 1)
Layer Width =     1.E+07 AAA ;
  Layer # 1- Density = 10.56E22 atoms/cm3 = 1.09 g/cm3
  Layer # 1-  H = 61.7 Atomic Percent = 10.0 Mass Percent
  Layer # 1-  C = 12.9 Atomic Percent = 25.0 Mass Percent
  Layer # 1-  N = 2.04 Atomic Percent = 4.60 Mass Percent
  Layer # 1-  O = 23.1 Atomic Percent = 59.4 Mass Percent
  Layer # 1-  S = 5.82 Atomic Percent = .300 Mass Percent
  Layer # 1- Cl = .052 Atomic Percent = .300 Mass Percent
  Layer # 1- Na = .054 Atomic Percent = .200 Mass Percent
  Layer # 1-  K = 1.59 Atomic Percent = .100 Mass Percent
Layer  2 : Cortical Bone  Adult (W&W)
Layer Width =     4.E+07 AAA ;
  Layer # 2- Density = 9.946E22 atoms/cm3 = 1.92 g/cm3
  Layer # 2- Ca = 6.53 Atomic Percent = 22.5 Mass Percent
  Layer # 2-  P = 3.86 Atomic Percent = 10.3 Mass Percent
  Layer # 2-  H = 39.2 Atomic Percent = 3.40 Mass Percent
  Layer # 2-  C = 15.0 Atomic Percent = 15.5 Mass Percent
  Layer # 2-  N = 3.48 Atomic Percent = 4.20 Mass Percent
  Layer # 2-  O = 31.6 Atomic Percent = 43.5 Mass Percent
  Layer # 2-  S = .108 Atomic Percent = .300 Mass Percent
  Layer # 2- Mg = 9.57 Atomic Percent = .200 Mass Percent
Layer  3 : Brain (ICRP)
Layer Width =     3.E+07 AAA ;
  Layer # 3- Density = 10.41E22 atoms/cm3 = 1.03 g/cm3
  Layer # 3-  O = 27.5 Atomic Percent = 73.9 Mass Percent
  Layer # 3-  C = 6.23 Atomic Percent = 12.5 Mass Percent
  Layer # 3-  H = 65.4 Atomic Percent = 11.0 Mass Percent
  Layer # 3-  N = .565 Atomic Percent = 1.33 Mass Percent
  Layer # 3-  P = 6.72 Atomic Percent = .350 Mass Percent
  Layer # 3-  K = 4.71 Atomic Percent = .309 Mass Percent
  Layer # 3- Cl = 4.02 Atomic Percent = .240 Mass Percent
  Layer # 3- Na = 4.65 Atomic Percent = .179 Mass Percent
Layer  4 : Brain Tumour (ICRP brain comp.)
Layer Width =     2.E+07 AAA ;
  Layer # 4- Density = 10.62E22 atoms/cm3 = 1.05 g/cm3
  Layer # 4-  O = 27.5 Atomic Percent = 73.9 Mass Percent
  Layer # 4-  C = 6.23 Atomic Percent = 12.5 Mass Percent
  Layer # 4-  H = 65.4 Atomic Percent = 11.0 Mass Percent
  Layer # 4-  N = .565 Atomic Percent = 1.33 Mass Percent
  Layer # 4-  P = 6.72 Atomic Percent = .350 Mass Percent
  Layer # 4-  K = 4.71 Atomic Percent = .309 Mass Percent
  Layer # 4- Cl = 4.02 Atomic Percent = .240 Mass Percent
  Layer # 4- Na = 4.65 Atomic Percent = .179 Mass Percent
====================================================================
 Total Ions calculated =10000.00
========================================================
  Table Units are  >>>> Phonons /(Angstrom-Ion)  <<<<  
========================================================
  DEPTH       PHONONS     PHONONS    
  (Ang.)      by ION      by RECOILS 
-----------  -----------  -----------
100000.E+01  115272.E-10  150820.E-10
200000.E+01  116546.E-10  206562.E-10
300000.E+01  115422.E-10  183843.E-10
400000.E+01  118147.E-10  192970.E-10
500000.E+01  118175.E-10  229946.E-10
600000.E+01  118077.E-10  208620.E-10
700000.E+01  119456.E-10  176430.E-10
800000.E+01  119718.E-10  208132.E-10
900000.E+01  120433.E-10  198063.E-10
100000.E+02  126084.E-10  285748.E-10
110000.E+02  169971.E-10  374630.E-10
120000.E+02  169202.E-10  329604.E-10
130000.E+02  170661.E-10  373331.E-10
140000.E+02  173451.E-10  374814.E-10
150000.E+02  173585.E-10  339358.E-10
160000.E+02  177254.E-10  370820.E-10
170000.E+02  178096.E-10  314661.E-10
180000.E+02  180660.E-10  348118.E-10
190000.E+02  179718.E-10  342125.E-10
200000.E+02  180229.E-10  349598.E-10
210000.E+02  183520.E-10  311236.E-10
220000.E+02  186037.E-10  393136.E-10
230000.E+02  186755.E-10  636334.E-10
240000.E+02  188749.E-10  536791.E-10
250000.E+02  191952.E-10  428592.E-10
260000.E+02  192861.E-10  423582.E-10
270000.E+02  196659.E-10  398984.E-10
280000.E+02  198246.E-10  347851.E-10
290000.E+02  199498.E-10  632753.E-10
300000.E+02  200110.E-10  458132.E-10
310000.E+02  202371.E-10  407170.E-10
320000.E+02  205754.E-10  452538.E-10
330000.E+02  208241.E-10  427364.E-10
340000.E+02  209596.E-10  439616.E-10
350000.E+02  212425.E-10  518674.E-10
360000.E+02  215563.E-10  411045.E-10
370000.E+02  217372.E-10  448690.E-10
380000.E+02  221267.E-10  414405.E-10
390000.E+02  222795.E-10  423710.E-10
400000.E+02  225712.E-10  429772.E-10
410000.E+02  229879.E-10  434920.E-10
420000.E+02  232808.E-10  425072.E-10
430000.E+02  238355.E-10  466433.E-10
440000.E+02  241723.E-10  619115.E-10
450000.E+02  242717.E-10  461780.E-10
460000.E+02  246705.E-10  584660.E-10
470000.E+02  249403.E-10  545769.E-10
480000.E+02  254792.E-10  460208.E-10
490000.E+02  261099.E-10  591380.E-10
500000.E+02  274843.E-10  499169.E-10
510000.E+02  156776.E-10  260376.E-10
520000.E+02  157898.E-10  258075.E-10
530000.E+02  157227.E-10  408778.E-10
540000.E+02  162234.E-10  309531.E-10
550000.E+02  162472.E-10  313246.E-10
560000.E+02  163937.E-10  321735.E-10
570000.E+02  168454.E-10  333846.E-10
580000.E+02  168225.E-10  322648.E-10
590000.E+02  169536.E-10  361200.E-10
600000.E+02  174913.E-10  316163.E-10
610000.E+02  176615.E-10  392134.E-10
620000.E+02  180251.E-10  327080.E-10
630000.E+02  182687.E-10  409652.E-10
640000.E+02  185254.E-10  359797.E-10
650000.E+02  187224.E-10  324797.E-10
660000.E+02  192649.E-10  324374.E-10
670000.E+02  194636.E-10  389884.E-10
680000.E+02  198417.E-10  390898.E-10
690000.E+02  202228.E-10  377285.E-10
700000.E+02  204869.E-10  390054.E-10
710000.E+02  209280.E-10  414518.E-10
720000.E+02  210995.E-10  386306.E-10
730000.E+02  216286.E-10  422342.E-10
740000.E+02  222829.E-10  407949.E-10
750000.E+02  227797.E-10  460663.E-10
760000.E+02  232560.E-10  435989.E-10
770000.E+02  239259.E-10  429274.E-10
780000.E+02  245424.E-10  479180.E-10
790000.E+02  253270.E-10  476726.E-10
800000.E+02  269326.E-10  537329.E-10
810000.E+02  273609.E-10  530033.E-10
820000.E+02  280859.E-10  589091.E-10
830000.E+02  290472.E-10  540199.E-10
840000.E+02  300703.E-10  606539.E-10
850000.E+02  314086.E-10  668929.E-10
860000.E+02  326171.E-10  605172.E-10
870000.E+02  346243.E-10  758219.E-10
880000.E+02  364652.E-10  753052.E-10
890000.E+02  383857.E-10  776448.E-10
900000.E+02  414589.E-10  732660.E-10
910000.E+02  444314.E-10  964810.E-10
920000.E+02  483010.E-10  946589.E-10
930000.E+02  544503.E-10  113030.E-09
940000.E+02  649601.E-10  133584.E-09
950000.E+02  845618.E-10  166481.E-09
960000.E+02  115666.E-09  247646.E-09
970000.E+02  151562.E-09  320996.E-09
980000.E+02  155618.E-09  328123.E-09
990000.E+02  117277.E-09  253328.E-09
100000.E+03  601853.E-10  131562.E-09
