============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion =  H (01)   Ion Mass= 001.0080
Energy  = 3700000.E-02 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - Skin_Human (W&W type 1)
  Layer # 4 -  0 % of Na
様様様様様様様様様様様様様様様様様様様様様様様様様様
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   9.7667E+07  8.1377E+05  2.7420E+05
0000002   9.5296E+07  4.7645E+06  5.5575E+06
0000003   9.9092E+07  1.8477E+06  5.4765E+05
0000004   9.6581E+07  1.2729E+06 -4.7716E+05
0000005   9.8066E+07 -1.9037E+06  1.9454E+06
0000006   9.8599E+07  1.5411E+06  2.3116E+06
0000007   9.7714E+07  1.9769E+06 -2.7384E+06
0000008   9.9629E+07  7.2186E+05  2.8006E+06
0000009   9.7385E+07  1.6018E+05  2.2859E+06
0000011   9.8932E+07 -2.6072E+06  1.5797E+06
0000012   9.7845E+07 -2.1761E+06 -8.1221E+05
0000013   9.6169E+07 -3.6810E+05 -2.2877E+06
0000014   9.5993E+07 -1.3205E+05 -1.7568E+06
0000015   9.6848E+07 -6.1072E+06 -1.1285E+07
0000016   9.6226E+07 -1.8215E+06 -6.2896E+05
0000017   9.9865E+07  6.8356E+05 -1.4427E+06
0000019   9.8490E+07 -4.4051E+06  1.8013E+05
0000020   9.7614E+07 -4.1587E+05  1.3118E+06
0000021   9.5751E+07  2.3429E+06 -4.2047E+05
0000022   9.9477E+07  1.3170E+06  4.2938E+06
0000023   9.8027E+07 -3.0024E+06  2.2466E+05
0000024   9.9494E+07  3.1468E+06 -1.4328E+06
0000025   9.7329E+07  4.4799E+04  2.1414E+06
0000026   9.8516E+07 -2.1685E+06  2.6454E+06
0000028   9.6802E+07 -4.0491E+06 -2.1871E+06
0000029   9.7678E+07 -1.3416E+06  1.7516E+06
0000030   9.6351E+07  1.0742E+06 -3.2507E+06
0000031   9.7147E+07 -3.2498E+05 -1.2957E+06
0000032   9.8180E+07  2.1543E+06  2.0488E+06
0000033   9.8901E+07 -2.0458E+04 -4.1879E+05
0000034   9.7930E+07  2.6965E+06  2.3493E+05
0000035   9.9202E+07 -3.5549E+06  6.0082E+05
0000036   9.6780E+07  4.9254E+04  4.4378E+06
0000037   9.6803E+07  2.7887E+06 -1.7635E+06
0000038   9.7546E+07 -5.5320E+05 -1.8945E+06
0000039   9.6588E+07  1.7260E+06  6.1549E+04
0000040   9.6796E+07 -4.4132E+06 -1.8025E+06
0000041   9.7919E+07  2.0539E+06  3.6397E+06
0000043   9.9450E+07 -1.5252E+04  2.0981E+06
0000044   9.7259E+07  5.0141E+06 -3.0042E+06
0000045   9.9517E+07  6.6228E+05  1.5599E+06
0000046   9.8528E+07  1.1375E+06  1.5250E+06
0000047   9.5183E+07 -1.2377E+05 -9.5912E+04
0000048   9.9042E+07  1.1238E+05 -5.4412E+05
0000049   9.9052E+07 -1.6638E+06 -1.0552E+06
0000050   9.7434E+07  3.3752E+05 -3.6131E+06
0000051   9.6446E+07  1.5105E+06  1.9475E+05
0000052   9.9506E+07 -2.4376E+06  2.7073E+06
0000053   9.6791E+07 -1.5703E+06 -1.3703E+06
0000055   9.8683E+07  2.3206E+06  1.8437E+06
0000056   9.6849E+07  2.0961E+06 -2.1044E+06
0000057   9.8133E+07  7.4400E+06 -3.4137E+06
0000058   9.9843E+07  1.4716E+06  1.5477E+06
0000059   9.8219E+07 -3.3529E+06  7.3666E+05
0000060   9.7646E+07  2.3954E+05  4.1869E+06
0000061   9.6592E+07 -1.9438E+05 -6.3789E+04
0000062   9.5645E+07  1.2530E+06 -8.9454E+05
0000063   9.5224E+07  2.3157E+06 -2.2075E+06
0000064   9.8526E+07 -1.7880E+06  7.8631E+05
0000065   9.8991E+07 -4.1712E+06  1.9146E+06
0000066   9.7041E+07  2.4149E+04 -6.4837E+05
0000067   9.6404E+07  3.3637E+05 -1.3139E+06
0000069   9.6290E+07 -3.9032E+06 -2.7037E+06
0000070   9.9511E+07  2.1585E+06 -6.0003E+06
0000072   9.9471E+07 -6.8424E+05  2.6557E+06
0000073   9.9124E+07  2.1832E+06 -1.0309E+06
0000074   9.6013E+07  1.5409E+06 -1.4571E+06
0000075   9.7489E+07  1.3059E+06  2.1418E+05
0000076   9.7631E+07  3.9581E+05 -2.0914E+06
0000077   9.7785E+07  1.5887E+06  1.1162E+06
0000078   9.8243E+07 -1.1743E+06 -2.7435E+06
0000079   9.9552E+07 -9.8596E+05 -7.7282E+05
0000080   9.7509E+07 -2.1149E+06 -4.1320E+06
0000081   9.4161E+07 -2.9512E+06  1.0444E+07
0000082   9.9939E+07  7.7094E+05 -8.9711E+05
0000083   9.8191E+07 -1.4148E+05 -1.7212E+06
0000084   9.5476E+07  4.6616E+06  1.2650E+06
0000085   9.9575E+07  3.9689E+05 -5.5325E+06
0000086   9.5893E+07  4.5494E+05  1.3780E+06
0000087   9.8832E+07  1.3465E+06 -3.7470E+05
0000088   9.5601E+07 -7.7812E+06  6.0853E+06
0000089   9.6626E+07  4.0516E+06 -3.2156E+05
0000090   9.5730E+07 -1.2945E+06 -1.8833E+06
0000091   9.5584E+07 -3.1589E+06  7.6354E+06
0000092   9.8785E+07  2.8176E+06  9.0522E+05
0000094   9.4328E+07  3.8049E+06  3.4956E+05
0000095   9.8877E+07  2.3187E+05 -2.3716E+06
0000096   9.6190E+07  3.2243E+06 -1.7539E+06
0000100   9.7873E+07  9.8297E+05 -3.4926E+06
0000101   9.5924E+07  1.5980E+06 -2.4961E+04
0000102   9.8035E+07 -4.1194E+05  1.9391E+05
0000103   9.6651E+07 -1.2503E+06 -1.6466E+06
0000105   9.7239E+07  2.5214E+06  1.5052E+06
0000106   9.5058E+07  5.7217E+05  1.7566E+06
0000107   9.8499E+07  2.1223E+06 -2.5626E+05
0000108   9.6595E+07  2.4755E+05 -3.0950E+05
0000109   9.9232E+07  2.3212E+06 -5.9730E+04
0000110   9.6399E+07  1.2688E+06  2.8332E+06
0000111   9.9472E+07 -5.0217E+06  9.2710E+05
0000112   9.5673E+07  2.6861E+06  4.6311E+06
0000113   9.6266E+07 -1.3143E+06  3.1130E+06
0000115   9.5209E+07  2.7356E+06 -4.8540E+05
0000116   9.6287E+07  7.6862E+05 -2.2672E+06
0000117   9.6863E+07 -6.8743E+06  5.1137E+06
0000118   9.7486E+07 -2.4009E+05 -2.8401E+05
0000119   9.7751E+07  1.7681E+06  3.0042E+06
0000120   9.7734E+07 -1.4311E+06 -7.8374E+05
0000121   9.6839E+07  3.0587E+06 -1.1054E+06
0000122   9.7672E+07  2.4140E+06 -2.5893E+05
0000124   9.9262E+07  1.4460E+05 -1.5480E+06
0000125   9.9099E+07 -1.1536E+06 -6.6074E+05
0000126   9.8249E+07  1.4793E+05 -8.9281E+05
0000127   9.5445E+07  1.2624E+06 -3.5929E+06
0000128   9.7642E+07 -2.2373E+06 -6.8636E+05
0000129   9.5065E+07 -2.6327E+05  2.0825E+05
0000130   9.9227E+07 -1.3163E+06  7.2861E+05
0000131   9.6829E+07  9.8726E+06 -9.8691E+06
0000132   9.7468E+07  4.3928E+05 -2.2652E+05
0000133   9.7812E+07 -1.7591E+06  4.8761E+06
0000134   9.6368E+07  3.0138E+06 -6.3674E+05
0000135   9.8648E+07 -2.8523E+06  2.0475E+06
0000136   9.7354E+07 -1.6733E+06 -3.4264E+06
0000137   9.6890E+07 -3.1008E+04  7.9014E+05
0000138   9.8195E+07 -9.6166E+05 -2.0341E+06
0000139   9.8949E+07  2.8823E+04  9.1648E+05
0000140   9.8706E+07 -4.5504E+05 -8.6708E+05
0000141   9.7838E+07 -1.0255E+06 -5.7711E+05
0000142   9.6283E+07  1.4932E+06 -2.8557E+06
0000143   9.4788E+07  2.7054E+06 -8.1063E+04
0000144   9.5964E+07 -1.2041E+07  3.8679E+06
0000145   9.9749E+07 -4.0570E+05 -1.2906E+06
0000146   9.7535E+07 -3.7890E+06 -3.4076E+05
0000147   9.9203E+07 -1.1198E+06 -7.4763E+05
0000148   9.7175E+07  4.2007E+06  1.8101E+06
0000149   9.5557E+07 -6.0476E+05  2.3471E+06
0000150   9.9526E+07  1.2220E+06 -4.3329E+06
0000151   9.7146E+07  6.6827E+06 -2.8267E+06
0000152   9.9839E+07 -2.4351E+06  8.5328E+05
0000153   9.5127E+07 -1.8146E+06  2.4280E+06
0000154   9.9411E+07  1.3941E+06 -9.4774E+05
0000155   9.6031E+07 -4.0920E+05 -2.0513E+06
0000157   9.7445E+07  1.2758E+06  4.6161E+06
0000158   9.7468E+07 -2.3418E+06  2.5543E+06
0000159   9.7577E+07 -2.7321E+06 -1.7895E+06
0000160   9.6657E+07  3.0015E+06 -1.7658E+06
0000161   9.8541E+07  3.7518E+06  6.2124E+05
0000162   9.8062E+07  2.6350E+06 -1.5043E+06
0000163   9.6772E+07 -5.6788E+05 -1.4880E+06
0000164   9.6132E+07 -7.6025E+05 -4.5309E+05
0000165   9.7837E+07 -3.3236E+05 -3.7962E+06
0000166   9.5712E+07  2.8323E+05  4.3578E+04
0000167   9.5646E+07  2.2977E+06  5.1838E+04
0000168   9.9215E+07  3.8120E+06 -1.2191E+06
0000169   9.9210E+07  3.4209E+06 -5.1216E+05
0000170   9.7649E+07  2.2736E+06 -3.9054E+06
0000171   9.5938E+07  3.4708E+05 -5.7386E+06
0000172   9.9016E+07  1.9455E+06  2.3597E+06
0000173   9.6972E+07 -3.0648E+05  7.9224E+05
0000174   9.5816E+07 -7.3446E+05  6.8073E+05
0000175   9.6830E+07  4.6259E+05  4.4869E+06
0000176   9.7889E+07  3.0983E+06 -1.4121E+06
0000177   9.6784E+07  3.7495E+06 -3.0932E+06
0000179   9.8318E+07  1.8331E+06  5.9934E+05
0000180   9.7655E+07 -1.7201E+06  4.0280E+06
0000181   9.6567E+07  5.0689E+05  4.5410E+06
0000182   9.8606E+07  1.8442E+06  1.5674E+06
0000183   9.7929E+07 -1.4296E+06  6.1011E+05
0000185   9.7669E+07 -1.7380E+06  1.1997E+06
0000186   9.6597E+07 -4.3261E+06  3.4532E+06
0000187   9.7348E+07  1.7626E+06  2.4639E+06
0000188   9.6554E+07  8.4348E+05 -3.5045E+06
0000189   9.7494E+07  3.4451E+06  4.1627E+06
0000192   9.9720E+07 -8.6238E+04  3.5148E+06
0000193   9.7809E+07 -3.1252E+06 -7.8436E+05
0000194   9.7778E+07  8.5714E+05  3.2000E+06
0000195   9.8183E+07 -6.9196E+05  5.1423E+05
0000196   9.8540E+07 -9.9960E+05  3.8774E+06
0000197   9.9145E+07  9.7925E+04 -1.5736E+06
0000198   9.9126E+07 -2.8919E+06 -2.2839E+06
0000199   9.8976E+07  1.9406E+06  1.2715E+06
0000200   9.9085E+07  5.8154E+05  1.3200E+06
0000201   9.6481E+07  4.3698E+05  6.1639E+05
0000202   9.7795E+07 -1.7122E+06  1.2432E+06
0000203   9.7493E+07 -2.8740E+05  6.0482E+04
0000204   9.7971E+07  3.7236E+06  1.8321E+06
0000205   9.6479E+07 -2.6074E+06 -2.5573E+06
0000206   9.6342E+07  2.9686E+05  1.3396E+06
0000207   9.7937E+07  1.0956E+06  1.8231E+06
0000208   9.8786E+07  1.4261E+06  8.7424E+05
0000209   9.7368E+07 -9.6701E+05 -1.1477E+06
0000210   9.9090E+07 -3.1059E+06 -2.9437E+06
0000211   9.6939E+07 -4.8761E+05  1.0427E+06
0000212   9.8986E+07 -3.1559E+05 -1.5471E+06
0000213   9.7338E+07  1.9458E+06  1.3184E+06
0000214   9.5229E+07  1.7744E+06 -1.7943E+05
0000215   9.7943E+07  5.4183E+05  2.1997E+06
0000216   9.9358E+07  5.1341E+05 -2.2439E+06
0000217   9.6739E+07 -1.0967E+06  4.3676E+05
0000219   9.6309E+07 -2.5995E+06 -2.5820E+06
0000220   9.7334E+07  2.6384E+06 -6.8064E+05
0000221   9.7868E+07 -5.9136E+05 -9.9280E+05
0000222   9.9628E+07  1.0738E+06  1.4309E+06
0000223   9.8808E+07 -7.0176E+06 -2.1588E+06
0000224   9.6376E+07 -5.0183E+05  3.1314E+05
0000225   9.5684E+07  1.2500E+06 -2.7879E+05
0000226   9.8339E+07  1.4244E+06  1.4576E+06
0000227   9.7077E+07  5.1410E+06  3.4930E+06
0000228   9.9228E+07 -9.8731E+05  3.9249E+06
0000229   9.5155E+07  4.4868E+05 -3.0207E+06
0000230   9.9192E+07  2.5811E+06 -7.3371E+05
0000233   9.7488E+07 -1.0165E+05  7.2849E+05
0000234   9.7290E+07 -1.1053E+06 -1.1121E+06
0000235   9.5667E+07 -1.7244E+06 -3.1254E+06
0000236   9.7739E+07 -1.6202E+06  1.8843E+06
0000237   9.7627E+07  1.1517E+06  8.4945E+04
0000238   9.8636E+07  1.7205E+05  1.0755E+06
0000239   9.8717E+07  1.7064E+06 -3.8666E+06
0000240   9.9697E+07 -5.3987E+05  5.5103E+05
0000241   9.8204E+07  2.9580E+05 -7.1542E+05
0000242   9.6809E+07  4.3473E+06  1.0479E+06
0000243   9.6567E+07 -2.7735E+06 -1.4263E+06
0000244   9.8636E+07  3.6038E+06  7.6634E+05
0000245   9.9904E+07  1.1372E+06 -8.2825E+05
0000246   9.7034E+07 -4.4161E+06  6.4374E+05
0000247   9.6313E+07 -1.5558E+06  2.0601E+06
0000248   9.7975E+07  3.9724E+06  1.2491E+05
0000249   9.9549E+07  3.2597E+06 -3.1386E+06
0000250   9.9061E+07  4.1190E+05  8.5186E+05
0000251   9.7633E+07 -6.6081E+05 -6.8771E+06
0000252   9.7315E+07 -3.4592E+05 -2.5371E+06
0000253   9.9906E+07  4.3364E+05 -1.9660E+05
0000254   9.5151E+07  1.4140E+06 -5.8602E+06
0000255   9.7103E+07  1.4122E+06 -6.2229E+05
0000256   9.7329E+07 -1.9685E+06 -1.0259E+05
0000257   9.7409E+07  1.6978E+06 -2.2401E+06
0000258   9.7496E+07  4.5971E+05 -1.5948E+04
0000259   9.6902E+07 -3.8038E+05  1.0495E+06
0000260   9.7170E+07  1.3308E+06  2.1666E+06
0000261   9.6506E+07 -3.3751E+05  6.9726E+05
0000262   9.6933E+07 -1.7119E+06  1.7205E+06
0000263   9.8000E+07  7.4634E+05  7.1593E+05
0000264   9.8082E+07 -2.8537E+06 -2.7163E+06
0000265   9.8666E+07 -2.5052E+06  2.1273E+06
0000266   9.6649E+07 -1.2531E+06  1.6455E+06
0000267   9.8593E+07  3.9677E+06  2.2047E+06
0000268   9.9411E+07 -4.6252E+05 -2.0549E+06
0000269   9.8970E+07  4.1847E+05  6.5736E+06
0000270   9.9444E+07 -5.2749E+06 -8.0174E+05
0000271   9.8896E+07  1.3449E+06  3.6477E+04
0000272   9.6103E+07 -5.1832E+05  2.8588E+05
0000273   9.7379E+07  1.7397E+06 -2.3212E+06
0000274   9.9111E+07  1.6538E+06  6.3278E+06
0000275   9.7205E+07 -1.6803E+06  5.5803E+05
0000276   9.5620E+07 -1.8082E+06 -1.6344E+05
0000278   9.7906E+07  2.7019E+06 -2.3782E+06
0000279   9.6606E+07  6.0639E+06  4.5200E+06
0000280   9.9765E+07  6.9417E+05 -2.2159E+06
0000281   9.8050E+07 -2.8000E+06  6.3744E+04
0000282   9.7101E+07 -9.2702E+05 -7.5374E+06
0000283   9.7494E+07  1.7760E+06  1.5090E+06
0000284   9.9460E+07 -3.4822E+06  1.8863E+06
0000285   9.7688E+07 -5.9780E+05  6.7820E+05
0000286   9.6121E+07  1.2646E+06  3.1922E+05
0000287   9.9096E+07  1.2829E+06  3.8942E+06
0000288   9.7547E+07  5.7745E+05  2.0030E+06
0000289   9.8681E+07 -8.8554E+05  6.9661E+05
0000290   9.7661E+07 -1.4398E+05 -3.1219E+06
0000291   9.7899E+07 -1.0827E+06 -1.7860E+05
0000292   9.8298E+07  2.1372E+06  1.8317E+06
0000293   9.6826E+07 -3.4113E+06 -1.5762E+06
0000294   9.5772E+07 -5.3410E+06  1.0560E+06
0000295   9.8257E+07  4.9558E+06 -1.0496E+06
0000296   9.3712E+07  4.3046E+05 -1.6901E+06
0000297   9.9531E+07  2.3591E+06  8.9642E+05
0000298   9.7599E+07  2.3821E+06  5.8622E+04
0000299   9.6931E+07 -1.0137E+06 -4.0601E+06
0000300   9.7472E+07 -1.7573E+06  1.2997E+06
0000301   7.9097E+07 -1.4465E+07  1.3089E+07
0000302   9.9582E+07 -3.1972E+05 -1.2474E+06
0000303   9.9903E+07  2.2471E+06 -2.0873E+06
0000304   9.6720E+07 -1.2268E+07 -2.3585E+06
0000305   9.5640E+07 -6.3433E+05 -6.7445E+05
0000306   9.9715E+07 -1.8798E+06  3.1834E+06
0000307   9.8523E+07 -2.5097E+06 -4.4211E+06
0000309   9.6948E+07 -3.9413E+06  2.8356E+05
0000310   9.7638E+07  1.7228E+06  5.0879E+05
0000312   9.8711E+07  8.5505E+05 -2.9175E+06
0000313   9.7780E+07 -4.1474E+06 -6.4033E+05
0000314   9.8596E+07  3.1018E+06 -4.3164E+06
0000315   9.7657E+07 -6.5847E+05 -4.5311E+05
0000316   9.9494E+07  4.6450E+05  2.0990E+06
0000317   9.7562E+07  1.3914E+06  1.0685E+06
0000318   9.9471E+07  7.0418E+05  5.1786E+05
0000319   9.6473E+07 -3.3961E+05 -2.2708E+06
0000320   9.8124E+07  2.4394E+06 -5.3528E+05
0000321   9.7841E+07  7.1139E+06  4.6352E+06
0000323   9.8868E+07  6.6574E+05  1.4643E+04
0000324   9.4216E+07 -2.6237E+06  8.3508E+04
0000325   9.7508E+07  2.1296E+06 -5.7064E+05
0000326   9.5952E+07 -4.7768E+06  9.8556E+06
0000327   9.8195E+07  6.0705E+04  1.9812E+05
0000329   9.8343E+07  6.5372E+05 -2.7232E+06
0000330   9.5059E+07 -1.0349E+06 -2.3842E+05
0000331   9.4737E+07 -3.1140E+06  5.4402E+06
0000332   9.5568E+07 -4.1164E+06  3.4204E+06
0000333   9.7553E+07  1.9937E+06 -3.5911E+06
0000334   9.9485E+07  7.6912E+05 -1.5021E+06
0000335   9.6535E+07 -5.0638E+05  2.6253E+06
0000336   9.7112E+07 -4.3517E+04 -6.5380E+05
0000337   9.7146E+07 -5.2899E+05  2.1819E+06
0000338   9.5796E+07 -9.4670E+04  2.8524E+06
0000339   9.7182E+07 -6.2069E+06  1.3415E+06
0000340   9.6784E+07 -2.6570E+05 -2.8103E+06
0000342   9.8644E+07 -1.2707E+06 -1.5548E+06
0000343   9.6094E+07 -1.2730E+06 -1.1033E+06
0000344   9.7849E+07 -8.4020E+05  1.2241E+06
0000345   9.5268E+07 -1.6088E+06 -1.5627E+06
0000346   9.8698E+07  1.5088E+06 -1.3857E+06
0000347   9.7808E+07 -2.5797E+06 -3.4817E+05
0000348   9.8463E+07  1.1683E+06 -1.5376E+06
0000349   9.7207E+07  1.0931E+06  6.3720E+05
0000350   9.5236E+07  3.4144E+05  2.4842E+06
0000351   9.7079E+07 -4.9373E+05  9.9485E+05
0000352   9.6392E+07 -7.2201E+04 -3.6619E+06
0000353   9.6647E+07  8.3063E+06 -4.4350E+06
0000354   9.9771E+07  5.2340E+05  5.2753E+05
0000355   9.6872E+07  3.8874E+06  6.5703E+06
0000356   9.7832E+07 -5.7118E+05  9.3431E+05
0000357   9.7943E+07 -2.3242E+06 -3.5490E+06
0000358   9.6227E+07 -4.9923E+04  7.4331E+05
0000360   8.4969E+07 -2.1259E+07 -2.2035E+07
0000361   9.5170E+07 -2.8573E+06 -2.5027E+05
0000362   9.8633E+07 -1.5739E+06  1.4764E+06
0000363   9.9134E+07  8.0142E+06  9.9190E+04
0000364   9.4679E+07  2.8022E+06 -3.1888E+06
0000365   9.8094E+07  6.5398E+05 -3.2953E+06
0000366   9.4920E+07 -2.3459E+06 -2.5226E+06
0000367   9.4956E+07  6.2607E+05  2.1702E+06
0000368   9.8189E+07  3.1588E+06 -1.3904E+05
0000369   9.8107E+07 -1.0043E+06  1.0698E+06
0000370   9.9437E+07  2.6701E+05  2.2121E+06
0000371   9.7181E+07  2.3457E+06 -2.1091E+06
0000372   9.6744E+07  3.9077E+06  1.0548E+06
0000373   9.9407E+07 -5.1255E+05 -3.0489E+06
0000374   9.6540E+07  3.2939E+06  9.1515E+05
0000375   9.7126E+07  1.3246E+06  2.8524E+06
0000376   9.6886E+07 -6.1093E+05 -6.9094E+04
0000377   9.6571E+07 -2.1524E+05 -4.8552E+05
0000378   9.8025E+07 -1.6942E+05 -2.1386E+06
0000379   9.7511E+07 -2.3219E+06  3.9645E+05
0000380   9.8180E+07 -7.7684E+05  3.7852E+05
0000381   9.7472E+07 -1.7415E+06  2.0455E+06
0000382   9.4875E+07  2.0796E+05  2.5898E+05
0000383   9.7424E+07 -4.2267E+06 -1.2998E+05
0000384   9.7617E+07  2.2481E+05  1.5811E+06
0000385   9.9647E+07 -9.4562E+04  1.0479E+06
0000386   9.8836E+07  1.5458E+06  1.1079E+05
0000387   9.6634E+07 -2.2063E+06  1.2302E+04
0000388   9.6589E+07  1.4352E+04 -3.6252E+06
0000389   9.6420E+07  7.7603E+04 -1.9532E+05
0000390   9.4919E+07  2.4364E+05  1.4146E+06
0000391   9.8754E+07 -7.7377E+05 -3.7567E+06
0000393   9.6361E+07  2.3106E+06  1.6932E+06
0000394   9.6614E+07  2.0577E+06  1.7385E+06
0000395   9.5386E+07  8.1023E+06 -1.4302E+06
0000396   9.9418E+07 -1.2429E+06  1.2699E+05
0000397   9.5979E+07 -2.0184E+05  1.4386E+06
0000398   9.9426E+07 -1.4730E+06  4.6549E+06
0000399   9.7042E+07  2.2563E+06  5.4071E+05
0000400   9.7942E+07 -5.5957E+05  2.1365E+06
0000401   9.8532E+07 -1.3015E+06  2.5423E+06
0000402   9.9160E+07 -2.3139E+06 -2.3986E+06
0000403   9.7719E+07  1.2169E+06 -2.1094E+05
0000404   9.7642E+07 -3.4931E+05 -2.7763E+05
0000405   9.6674E+07  1.3094E+06 -3.3175E+06
0000406   9.6395E+07 -2.5082E+06  1.4808E+06
0000407   9.7462E+07  1.6571E+06 -1.5271E+06
0000408   9.3560E+07  5.6483E+06  3.6009E+06
0000410   9.8105E+07  8.2132E+05  6.8533E+05
0000411   9.7765E+07  7.4265E+04 -1.8981E+05
0000412   9.9388E+07 -4.8145E+06 -1.1248E+06
