====== 2 MeV H into Silicon =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    =  H   Energy = 2000 keV
 Total Ions calculated =10000.00
============= TARGET MATERIAL ======================================
Layer  1 : Silicon
Layer Width = 80000.E+01 AAA ;
  Layer # 1- Density = 4.976E22 atoms/cm3 = 2.321 g/cm3
  Layer # 1- Si = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Ion Average Range = 482152.E+00 A   Straggling = 125542.E-01 A
 Ion Lateral Range = 160426.E-01 A   Straggling = 227729.E-01 A
 Ion Radial  Range = 252954.E-01 A   Straggling = 202288.E-01 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
4880000.E-01 14765683.E-03 19165701.E-03 23163274.E-03 13765892.E-03 
4960000.E-01 13608829.E-03 17423015.E-03 21428143.E-03 12571311.E-03 
5040000.E-01 12959916.E-03 16383105.E-03 20049376.E-03 11137814.E-03 
5120000.E-01 13931713.E-03 17294479.E-03 20588232.E-03 11402537.E-03 
5200000.E-01 16617835.E-03 18061761.E-03 21344966.E-03 10019765.E-03 
5280000.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
5360000.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
5440000.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
5520000.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
5600000.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
5680000.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
5760000.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
5840000.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
5920000.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
6000000.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
6080000.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
6160000.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
6240000.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
6320000.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
6400000.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
6480000.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
6560000.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
6640000.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
6720000.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
6800000.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
6880000.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
6960000.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
7040000.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
7120000.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
7200000.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
7280000.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
7360000.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
7440000.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
7520000.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
7600000.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
7680000.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
7760000.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
7840000.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
7920000.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
8000000.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
