====== 34 MeV H into skin/skull/brain/tumour =======
        SRIM-2013.00
========================================
      Ion and Recoil IONIZATION     
 See SRIM Outputs\TDATA.txt for details   
========================================
 See file :  SRIM Outputs\TDATA.txt   for calculation data
 Ion    =  H   Energy = 34000 keV
============= TARGET MATERIAL ======================================
Layer 1 : Skin_Human (W&W type 1)
Layer Width = 10000.E+03 A ;
  Layer # 1- Density = 10.56E22 atoms/cm3 = 1.09 g/cm3
  Layer # 1-  H = 61.7 Atomic Percent = 10.0 Mass Percent
  Layer # 1-  C = 12.9 Atomic Percent = 25.0 Mass Percent
  Layer # 1-  N = 2.04 Atomic Percent = 4.60 Mass Percent
  Layer # 1-  O = 23.1 Atomic Percent = 59.4 Mass Percent
  Layer # 1-  S = 5.82 Atomic Percent = .300 Mass Percent
  Layer # 1- Cl = .052 Atomic Percent = .300 Mass Percent
  Layer # 1- Na = .054 Atomic Percent = .200 Mass Percent
  Layer # 1-  K = 1.59 Atomic Percent = .100 Mass Percent
Layer 2 : Cortical Bone  Adult (W&W)
Layer Width = 40000.E+03 A ;
  Layer # 2- Density = 9.946E22 atoms/cm3 = 1.92 g/cm3
  Layer # 2- Ca = 6.53 Atomic Percent = 22.5 Mass Percent
  Layer # 2-  P = 3.86 Atomic Percent = 10.3 Mass Percent
  Layer # 2-  H = 39.2 Atomic Percent = 3.40 Mass Percent
  Layer # 2-  C = 15.0 Atomic Percent = 15.5 Mass Percent
  Layer # 2-  N = 3.48 Atomic Percent = 4.20 Mass Percent
  Layer # 2-  O = 31.6 Atomic Percent = 43.5 Mass Percent
  Layer # 2-  S = .108 Atomic Percent = .300 Mass Percent
  Layer # 2- Mg = 9.57 Atomic Percent = .200 Mass Percent
Layer 3 : Brain (ICRP)
Layer Width = 30000.E+03 A ;
  Layer # 3- Density = 10.41E22 atoms/cm3 = 1.03 g/cm3
  Layer # 3-  O = 27.5 Atomic Percent = 73.9 Mass Percent
  Layer # 3-  C = 6.23 Atomic Percent = 12.5 Mass Percent
  Layer # 3-  H = 65.4 Atomic Percent = 11.0 Mass Percent
  Layer # 3-  N = .565 Atomic Percent = 1.33 Mass Percent
  Layer # 3-  P = 6.72 Atomic Percent = .350 Mass Percent
  Layer # 3-  K = 4.71 Atomic Percent = .309 Mass Percent
  Layer # 3- Cl = 4.02 Atomic Percent = .240 Mass Percent
  Layer # 3- Na = 4.65 Atomic Percent = .179 Mass Percent
Layer 4 : Brain Tumour (ICRP brain comp.)
Layer Width = 20000.E+03 A ;
  Layer # 4- Density = 10.62E22 atoms/cm3 = 1.05 g/cm3
  Layer # 4-  O = 27.5 Atomic Percent = 73.9 Mass Percent
  Layer # 4-  C = 6.23 Atomic Percent = 12.5 Mass Percent
  Layer # 4-  H = 65.4 Atomic Percent = 11.0 Mass Percent
  Layer # 4-  N = .565 Atomic Percent = 1.33 Mass Percent
  Layer # 4-  P = 6.72 Atomic Percent = .350 Mass Percent
  Layer # 4-  K = 4.71 Atomic Percent = .309 Mass Percent
  Layer # 4- Cl = 4.02 Atomic Percent = .240 Mass Percent
  Layer # 4- Na = 4.65 Atomic Percent = .179 Mass Percent
====================================================================
 Total Ions calculated =010000.00
===============================================================
  Ionization Energy Units are  >>>>  eV /(Angstrom-Ion)  <<<<  
===============================================================

  TARGET       IONIZ.       IONIZ.  
  DEPTH         by           by     
  (Ang)        IONS         RECOILS 
-----------  -----------  -----------
100000.E+01  1859.53E-04  1656.19E-08
200000.E+01  1872.51E-04  1161.27E-08
300000.E+01  1880.48E-04  1891.73E-08
400000.E+01  1884.94E-04  2133.60E-08
500000.E+01  1901.75E-04  1595.23E-08
600000.E+01  1905.79E-04  1743.00E-08
700000.E+01  1913.60E-04  1192.66E-08
800000.E+01  1921.88E-04  1893.87E-08
900000.E+01  1930.55E-04  1436.66E-08
100000.E+02  1942.88E-04  4184.73E-08
110000.E+02  3027.24E-04  7492.24E-08
120000.E+02  3053.98E-04  4610.53E-08
130000.E+02  3077.55E-04  2403.96E-08
140000.E+02  3099.75E-04  4462.06E-08
150000.E+02  3126.23E-04  1987.12E-08
160000.E+02  3152.88E-04  3009.88E-08
170000.E+02  3172.14E-04  1193.89E-07
180000.E+02  3205.93E-04  5168.71E-08
190000.E+02  3231.40E-04  2997.82E-08
200000.E+02  3260.15E-04  1208.34E-07
210000.E+02  3292.53E-04  4638.16E-08
220000.E+02  3315.24E-04  3902.93E-08
230000.E+02  3355.61E-04  1358.96E-08
240000.E+02  3385.34E-04  5165.19E-08
250000.E+02  3427.60E-04  1955.07E-08
260000.E+02  3450.75E-04  2527.39E-08
270000.E+02  3488.49E-04  5461.28E-08
280000.E+02  3526.55E-04  2029.70E-08
290000.E+02  3572.43E-04  4856.11E-08
300000.E+02  3606.19E-04  4765.91E-08
310000.E+02  3651.64E-04  2384.84E-08
320000.E+02  3691.47E-04  2247.62E-08
330000.E+02  3742.71E-04  2971.18E-08
340000.E+02  3787.73E-04  4298.17E-08
350000.E+02  3833.26E-04  3717.99E-08
360000.E+02  3881.88E-04  3371.44E-08
370000.E+02  3940.71E-04  3315.98E-08
380000.E+02  3996.60E-04  2462.32E-08
390000.E+02  4050.90E-04  4425.59E-08
400000.E+02  4103.48E-04  3285.11E-08
410000.E+02  4177.29E-04  4086.47E-08
420000.E+02  4236.99E-04  3940.56E-08
430000.E+02  4312.62E-04  7361.15E-08
440000.E+02  4382.80E-04  7208.62E-08
450000.E+02  4472.17E-04  4527.57E-08
460000.E+02  4553.13E-04  1973.53E-07
470000.E+02  4641.76E-04  9367.55E-08
480000.E+02  4738.57E-04  3245.61E-08
490000.E+02  4844.26E-04  6345.83E-08
500000.E+02  4949.33E-04  4732.01E-07
510000.E+02  3122.06E-04  2422.66E-08
520000.E+02  3178.58E-04  6880.01E-08
530000.E+02  3228.90E-04  2648.17E-08
540000.E+02  3278.08E-04  6025.78E-08
550000.E+02  3337.53E-04  6973.97E-08
560000.E+02  3397.64E-04  2373.00E-08
570000.E+02  3459.40E-04  4628.32E-08
580000.E+02  3532.59E-04  3822.34E-08
590000.E+02  3602.12E-04  9371.38E-08
600000.E+02  3677.71E-04  9736.80E-08
610000.E+02  3760.00E-04  6389.48E-08
620000.E+02  3854.05E-04  1835.50E-07
630000.E+02  3950.38E-04  9792.86E-08
640000.E+02  4046.03E-04  3574.41E-08
650000.E+02  4161.51E-04  3845.26E-08
660000.E+02  4283.64E-04  7864.52E-08
670000.E+02  4425.09E-04  3955.03E-08
680000.E+02  4570.95E-04  8609.69E-08
690000.E+02  4745.43E-04  1244.21E-07
700000.E+02  4936.56E-04  4077.06E-08
710000.E+02  5173.94E-04  1889.10E-07
720000.E+02  5426.50E-04  1316.58E-07
730000.E+02  5728.00E-04  8932.47E-08
740000.E+02  6098.50E-04  8442.90E-08
750000.E+02  6575.10E-04  8553.32E-08
760000.E+02  7201.50E-04  8899.90E-08
770000.E+02  8099.85E-04  1329.45E-07
780000.E+02  9484.34E-04  3572.87E-07
790000.E+02  1114.50E-03  2548.83E-07
800000.E+02  1169.38E-03  3569.16E-07
810000.E+02  9744.34E-04  3690.89E-07
820000.E+02  5639.59E-04  2681.97E-07
830000.E+02  1983.62E-04  6800.75E-08
840000.E+02  4107.24E-05  1532.50E-08
850000.E+02  6888.86E-06  1942.79E-09
860000.E+02  4827.11E-07  6930.20E-11
870000.E+02  0000.00E+00  0000.00E+00
880000.E+02  0000.00E+00  0000.00E+00
890000.E+02  0000.00E+00  0000.00E+00
900000.E+02  0000.00E+00  0000.00E+00
910000.E+02  0000.00E+00  0000.00E+00
