====== 35.65 MeV H into skin/skull/brain/tumour =======
        SRIM-2013.00
========================================
      Ion and Recoil IONIZATION     
 See SRIM Outputs\TDATA.txt for details   
========================================
 See file :  SRIM Outputs\TDATA.txt   for calculation data
 Ion    =  H   Energy = 35650 keV
============= TARGET MATERIAL ======================================
Layer 1 : Skin_Human (W&W type 1)
Layer Width = 10000.E+03 A ;
  Layer # 1- Density = 10.56E22 atoms/cm3 = 1.09 g/cm3
  Layer # 1-  H = 61.7 Atomic Percent = 10.0 Mass Percent
  Layer # 1-  C = 12.9 Atomic Percent = 25.0 Mass Percent
  Layer # 1-  N = 2.04 Atomic Percent = 4.60 Mass Percent
  Layer # 1-  O = 23.1 Atomic Percent = 59.4 Mass Percent
  Layer # 1-  S = 5.82 Atomic Percent = .300 Mass Percent
  Layer # 1- Cl = .052 Atomic Percent = .300 Mass Percent
  Layer # 1- Na = .054 Atomic Percent = .200 Mass Percent
  Layer # 1-  K = 1.59 Atomic Percent = .100 Mass Percent
Layer 2 : Cortical Bone  Adult (W&W)
Layer Width = 40000.E+03 A ;
  Layer # 2- Density = 9.946E22 atoms/cm3 = 1.92 g/cm3
  Layer # 2- Ca = 6.53 Atomic Percent = 22.5 Mass Percent
  Layer # 2-  P = 3.86 Atomic Percent = 10.3 Mass Percent
  Layer # 2-  H = 39.2 Atomic Percent = 3.40 Mass Percent
  Layer # 2-  C = 15.0 Atomic Percent = 15.5 Mass Percent
  Layer # 2-  N = 3.48 Atomic Percent = 4.20 Mass Percent
  Layer # 2-  O = 31.6 Atomic Percent = 43.5 Mass Percent
  Layer # 2-  S = .108 Atomic Percent = .300 Mass Percent
  Layer # 2- Mg = 9.57 Atomic Percent = .200 Mass Percent
Layer 3 : Brain (ICRP)
Layer Width = 30000.E+03 A ;
  Layer # 3- Density = 10.41E22 atoms/cm3 = 1.03 g/cm3
  Layer # 3-  O = 27.5 Atomic Percent = 73.9 Mass Percent
  Layer # 3-  C = 6.23 Atomic Percent = 12.5 Mass Percent
  Layer # 3-  H = 65.4 Atomic Percent = 11.0 Mass Percent
  Layer # 3-  N = .565 Atomic Percent = 1.33 Mass Percent
  Layer # 3-  P = 6.72 Atomic Percent = .350 Mass Percent
  Layer # 3-  K = 4.71 Atomic Percent = .309 Mass Percent
  Layer # 3- Cl = 4.02 Atomic Percent = .240 Mass Percent
  Layer # 3- Na = 4.65 Atomic Percent = .179 Mass Percent
Layer 4 : Brain Tumour (ICRP brain comp.)
Layer Width = 20000.E+03 A ;
  Layer # 4- Density = 10.62E22 atoms/cm3 = 1.05 g/cm3
  Layer # 4-  O = 27.5 Atomic Percent = 73.9 Mass Percent
  Layer # 4-  C = 6.23 Atomic Percent = 12.5 Mass Percent
  Layer # 4-  H = 65.4 Atomic Percent = 11.0 Mass Percent
  Layer # 4-  N = .565 Atomic Percent = 1.33 Mass Percent
  Layer # 4-  P = 6.72 Atomic Percent = .350 Mass Percent
  Layer # 4-  K = 4.71 Atomic Percent = .309 Mass Percent
  Layer # 4- Cl = 4.02 Atomic Percent = .240 Mass Percent
  Layer # 4- Na = 4.65 Atomic Percent = .179 Mass Percent
====================================================================
 Total Ions calculated =010000.00
===============================================================
  Ionization Energy Units are  >>>>  eV /(Angstrom-Ion)  <<<<  
===============================================================

  TARGET       IONIZ.       IONIZ.  
  DEPTH         by           by     
  (Ang)        IONS         RECOILS 
-----------  -----------  -----------
100000.E+01  1786.14E-04  2160.52E-08
200000.E+01  1800.64E-04  1517.76E-08
300000.E+01  1804.16E-04  1097.71E-08
400000.E+01  1811.94E-04  3043.37E-08
500000.E+01  1824.54E-04  2003.56E-08
600000.E+01  1833.51E-04  3537.34E-08
700000.E+01  1847.70E-04  2037.03E-08
800000.E+01  1841.19E-04  3642.05E-08
900000.E+01  1849.87E-04  2305.91E-08
100000.E+02  1861.25E-04  2348.24E-08
110000.E+02  2901.80E-04  1423.60E-08
120000.E+02  2925.86E-04  2098.48E-08
130000.E+02  2951.07E-04  2497.49E-08
140000.E+02  2966.84E-04  1596.99E-08
150000.E+02  2984.48E-04  1686.42E-08
160000.E+02  3008.55E-04  3921.15E-08
170000.E+02  3027.13E-04  4770.02E-08
180000.E+02  3051.87E-04  1999.34E-08
190000.E+02  3079.25E-04  2746.53E-08
200000.E+02  3098.71E-04  1901.82E-08
210000.E+02  3130.55E-04  4617.38E-08
220000.E+02  3149.41E-04  3145.96E-08
230000.E+02  3183.39E-04  4177.26E-08
240000.E+02  3199.66E-04  2244.60E-08
250000.E+02  3237.46E-04  2230.61E-08
260000.E+02  3272.95E-04  4673.07E-08
270000.E+02  3295.56E-04  1493.77E-08
280000.E+02  3320.88E-04  3980.70E-08
290000.E+02  3360.84E-04  3181.57E-08
300000.E+02  3389.34E-04  2679.39E-08
310000.E+02  3427.51E-04  3246.11E-08
320000.E+02  3462.39E-04  8410.69E-08
330000.E+02  3500.72E-04  3051.82E-08
340000.E+02  3541.84E-04  9768.35E-08
350000.E+02  3580.36E-04  1352.32E-07
360000.E+02  3615.93E-04  3619.75E-08
370000.E+02  3652.99E-04  3022.34E-08
380000.E+02  3699.33E-04  1913.11E-08
390000.E+02  3749.19E-04  3537.19E-08
400000.E+02  3782.45E-04  6013.56E-08
410000.E+02  3834.94E-04  3585.61E-08
420000.E+02  3901.21E-04  7298.04E-08
430000.E+02  3957.38E-04  5725.08E-08
440000.E+02  4010.41E-04  3022.52E-08
450000.E+02  4060.83E-04  1730.99E-07
460000.E+02  4117.22E-04  3547.52E-08
470000.E+02  4181.34E-04  4111.31E-08
480000.E+02  4251.46E-04  4643.90E-08
490000.E+02  4328.08E-04  4004.55E-08
500000.E+02  4399.80E-04  3242.18E-08
510000.E+02  2764.29E-04  6537.19E-08
520000.E+02  2800.29E-04  4064.30E-08
530000.E+02  2826.84E-04  4310.21E-08
540000.E+02  2863.68E-04  5376.29E-08
550000.E+02  2903.98E-04  2719.86E-08
560000.E+02  2941.86E-04  3148.43E-08
570000.E+02  2976.91E-04  4784.66E-08
580000.E+02  3021.12E-04  3038.71E-08
590000.E+02  3060.72E-04  5017.11E-08
600000.E+02  3111.08E-04  5347.64E-08
610000.E+02  3159.06E-04  6467.70E-08
620000.E+02  3204.28E-04  2895.69E-08
630000.E+02  3257.79E-04  3548.18E-08
640000.E+02  3319.36E-04  2590.16E-08
650000.E+02  3378.54E-04  6185.00E-08
660000.E+02  3432.34E-04  6084.93E-08
670000.E+02  3501.20E-04  4695.71E-08
680000.E+02  3570.92E-04  5903.27E-08
690000.E+02  3651.05E-04  3153.04E-08
700000.E+02  3728.90E-04  8662.98E-08
710000.E+02  3813.77E-04  2341.59E-08
720000.E+02  3902.50E-04  6194.71E-08
730000.E+02  4006.35E-04  3941.90E-08
740000.E+02  4114.52E-04  1480.93E-07
750000.E+02  4237.91E-04  5199.02E-08
760000.E+02  4371.46E-04  1846.38E-07
770000.E+02  4512.48E-04  9423.81E-08
780000.E+02  4677.32E-04  7689.04E-08
790000.E+02  4869.27E-04  7840.56E-08
800000.E+02  5075.01E-04  5441.91E-08
810000.E+02  5423.62E-04  1635.32E-07
820000.E+02  5725.06E-04  6532.72E-08
830000.E+02  6090.59E-04  9101.42E-08
840000.E+02  6540.91E-04  1306.30E-07
850000.E+02  7142.91E-04  1295.72E-07
860000.E+02  7993.52E-04  1418.46E-07
870000.E+02  9255.37E-04  2343.23E-07
880000.E+02  1087.31E-03  2286.47E-07
890000.E+02  1165.72E-03  2601.69E-07
900000.E+02  1016.36E-03  2747.39E-07
910000.E+02  6602.29E-04  2440.67E-07
