====== 100keV Ar into GaAs (sputter) =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
====== TRIM Calc.= Ar(100 keV) ==> GaAs( 3200 A) =============================
------------------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    = Ar   Energy = 100 keV
 Total Ions calculated =15000.00
============= TARGET MATERIAL ======================================
Layer  1 : GaAs
Layer Width = 32000.E-01 AAA ;
  Layer # 1- Density = 4.429E22 atoms/cm3 = 5.32 g/cm3
  Layer # 1- Ga = 50   Atomic Percent = 48.2 Mass Percent
  Layer # 1- As = 50   Atomic Percent = 51.7 Mass Percent
====================================================================
 Ion Average Range = 761277.E-03 A   Straggling = 359340.E-03 A
 Ion Lateral Range = 287084.E-03 A   Straggling = 363856.E-03 A
 Ion Radial  Range = 448730.E-03 A   Straggling = 250450.E-03 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
3201000.E-05 19306928.E-05 25871844.E-05 31831594.E-05 21716693.E-05 
6401000.E-05 26053037.E-05 34596061.E-05 38071544.E-05 25256823.E-05 
9601000.E-05 25689138.E-05 33251278.E-05 40465662.E-05 23235391.E-05 
1280100.E-04 22992281.E-05 29429588.E-05 34610939.E-05 21847075.E-05 
1600100.E-04 25717138.E-05 33924945.E-05 39586790.E-05 26195236.E-05 
1920100.E-04 22412422.E-05 29154677.E-05 35631862.E-05 24163711.E-05 
2240100.E-04 24165808.E-05 32149293.E-05 39929340.E-05 26877946.E-05 
2560100.E-04 26721708.E-05 34022999.E-05 41230123.E-05 24726894.E-05 
2880100.E-04 25119215.E-05 32564936.E-05 41425588.E-05 25640432.E-05 
3200100.E-04 26266179.E-05 34083562.E-05 43387199.E-05 25782737.E-05 
3520100.E-04 26928032.E-05 34379865.E-05 41644437.E-05 24821505.E-05 
3840100.E-04 27300400.E-05 34781129.E-05 42235370.E-05 24988056.E-05 
4160100.E-04 25436890.E-05 33772261.E-05 38780723.E-05 24405940.E-05 
4480100.E-04 27893543.E-05 34003738.E-05 42961603.E-05 23221503.E-05 
4800100.E-04 28313958.E-05 36485843.E-05 43897473.E-05 23158592.E-05 
5120100.E-04 26027352.E-05 33573516.E-05 41332008.E-05 24925373.E-05 
5440100.E-04 28201495.E-05 36842407.E-05 45593809.E-05 26664902.E-05 
5760100.E-04 27869578.E-05 35644025.E-05 43560948.E-05 25817786.E-05 
6080100.E-04 28938694.E-05 36748276.E-05 45360237.E-05 26896616.E-05 
6400100.E-04 28155386.E-05 36358902.E-05 45554824.E-05 26314424.E-05 
6720100.E-04 30853375.E-05 38351459.E-05 46644840.E-05 24707154.E-05 
7040100.E-04 28117428.E-05 35962429.E-05 45052107.E-05 24597668.E-05 
