====== 100keV Ar into GaAs (sputter) =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
====== TRIM Calc.= Ar(100 keV) ==> GaAs( 3200 A) =============================
------------------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    = Ar   Energy = 100 keV
 Total Ions calculated =15000.00
============= TARGET MATERIAL ======================================
Layer  1 : GaAs
Layer Width = 32000.E-01 AAA ;
  Layer # 1- Density = 4.429E22 atoms/cm3 = 5.32 g/cm3
  Layer # 1- Ga = 50   Atomic Percent = 48.2 Mass Percent
  Layer # 1- As = 50   Atomic Percent = 51.7 Mass Percent
====================================================================
 Ion Average Range = 761277.E-03 A   Straggling = 359340.E-03 A
 Ion Lateral Range = 287084.E-03 A   Straggling = 363856.E-03 A
 Ion Radial  Range = 448730.E-03 A   Straggling = 250450.E-03 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
7360100.E-04 28854598.E-05 35754119.E-05 44864152.E-05 23166572.E-05 
7680100.E-04 29021382.E-05 36429035.E-05 44330352.E-05 24087862.E-05 
8000100.E-04 29877632.E-05 37305284.E-05 45640521.E-05 23446771.E-05 
8320100.E-04 28823796.E-05 36663719.E-05 45984475.E-05 24167387.E-05 
8640100.E-04 30895706.E-05 37585842.E-05 46575251.E-05 23030011.E-05 
8960100.E-04 29626846.E-05 37285610.E-05 48073162.E-05 25079855.E-05 
9280100.E-04 29457266.E-05 36502031.E-05 46275901.E-05 23084291.E-05 
9600100.E-04 30646973.E-05 38556969.E-05 47570753.E-05 25127483.E-05 
9920100.E-04 30585945.E-05 39020393.E-05 46154285.E-05 24699116.E-05 
1024010.E-03 31239589.E-05 39107747.E-05 47011200.E-05 24982931.E-05 
1056010.E-03 31328028.E-05 39394188.E-05 49208663.E-05 27496397.E-05 
1088010.E-03 29561223.E-05 36915615.E-05 46924926.E-05 25055751.E-05 
1120010.E-03 31099481.E-05 39287361.E-05 48370421.E-05 26769097.E-05 
1152010.E-03 28696407.E-05 35479070.E-05 48644361.E-05 25589309.E-05 
1184010.E-03 30677215.E-05 38558308.E-05 47905489.E-05 25479245.E-05 
1216010.E-03 29913861.E-05 37470079.E-05 45232388.E-05 23717734.E-05 
1248010.E-03 33837634.E-05 41766841.E-05 49926575.E-05 26434413.E-05 
1280010.E-03 29677806.E-05 37006248.E-05 45542257.E-05 25395830.E-05 
1312010.E-03 30898191.E-05 38720150.E-05 47630345.E-05 25227253.E-05 
1344010.E-03 29079413.E-05 35945937.E-05 45407893.E-05 23280888.E-05 
1376010.E-03 30419356.E-05 38301665.E-05 46273108.E-05 25857989.E-05 
1408010.E-03 28586007.E-05 35951786.E-05 45868494.E-05 23679392.E-05 
1440010.E-03 32804447.E-05 41648599.E-05 49922203.E-05 27129389.E-05 
1472010.E-03 31460565.E-05 39077660.E-05 46588159.E-05 25393442.E-05 
1504010.E-03 25962997.E-05 31731810.E-05 44190981.E-05 19212419.E-05 
1536010.E-03 29358983.E-05 35388746.E-05 48871922.E-05 25020152.E-05 
1568010.E-03 22797946.E-05 28900775.E-05 42575825.E-05 23113630.E-05 
1600010.E-03 29068760.E-05 38783242.E-05 47194768.E-05 26819355.E-05 
1632010.E-03 27408002.E-05 35668773.E-05 40661528.E-05 22092653.E-05 
1664010.E-03 34576163.E-05 41069599.E-05 56113419.E-05 19768422.E-05 
1696010.E-03 20932068.E-05 26404012.E-05 38493975.E-05 24911931.E-05 
1728010.E-03 27926493.E-05 34828747.E-05 39872604.E-05 24330127.E-05 
1760010.E-03 24077312.E-05 30824759.E-05 37415633.E-05 21651210.E-05 
1792010.E-03 23254723.E-05 27185948.E-05 41263055.E-05 20022983.E-05 
1824010.E-03 40152303.E-05 48933841.E-05 47880505.E-05 25129080.E-05 
1856010.E-03 33748578.E-05 42158792.E-05 56673236.E-05 31666377.E-05 
1888010.E-03 37317492.E-05 41035639.E-05 49707457.E-05 13067019.E-05 
1920010.E-03 35060724.E-05 35775104.E-05 50110702.E-05 14753865.E-05 
1952010.E-03 32163522.E-05 32163522.E-05 74656160.E-05 00000000.E+00 
1984010.E-03 40546112.E-05 40546112.E-05 55462885.E-05 00000000.E+00 
2016010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2048010.E-03 46459642.E-05 46459642.E-05 60372850.E-05 00000000.E+00 
2080010.E-03 28218645.E-05 28218645.E-05 90596940.E-05 00000000.E+00 
2112010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2144010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2176010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2208010.E-03 10112563.E-05 10112563.E-05 34752216.E-05 00000000.E+00 
2240010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2272010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2304010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2336010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2368010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2400010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2432010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2464010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2496010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2528010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2560010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2592010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2624010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2656010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2688010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2720010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2752010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2784010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2816010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2848010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2880010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2912010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2944010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2976010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3008010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3040010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3072010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3104010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3136010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3168010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3200010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
