====== 3keV Ar into GaAs (sputter) =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
====== TRIM Calc.= Ar(3 keV) ==> GaAs(  600 A) ===============================
------------------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    = Ar   Energy = 3 keV
 Total Ions calculated =20000.00
============= TARGET MATERIAL ======================================
Layer  1 : GaAs
Layer Width = 60000.E-02 AAA ;
  Layer # 1- Density = 4.429E22 atoms/cm3 = 5.32 g/cm3
  Layer # 1- Ga = 50   Atomic Percent = 48.2 Mass Percent
  Layer # 1- As = 50   Atomic Percent = 51.7 Mass Percent
====================================================================
 Ion Average Range = 497713.E-04 A   Straggling = 293450.E-04 A
 Ion Lateral Range = 226282.E-04 A   Straggling = 294603.E-04 A
 Ion Radial  Range = 355543.E-04 A   Straggling = 213198.E-04 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
1380100.E-04 28388160.E-06 35140871.E-06 44979059.E-06 22731098.E-06 
1440100.E-04 27961476.E-06 32803238.E-06 45229729.E-06 20346241.E-06 
1500100.E-04 32043371.E-06 36946361.E-06 43934252.E-06 18810995.E-06 
1560100.E-04 23254132.E-06 30492023.E-06 38624351.E-06 19184679.E-06 
1620100.E-04 21689724.E-06 28526082.E-06 42027013.E-06 19206154.E-06 
1680100.E-04 46466914.E-06 52289985.E-06 64295855.E-06 18748835.E-06 
1740100.E-04 39054300.E-06 43710730.E-06 62165485.E-06 15991317.E-06 
1800100.E-04 21728426.E-06 23378392.E-06 31424484.E-06 97927112.E-07 
1860100.E-04 66635881.E-06 66635881.E-06 67857252.E-06 00000000.E+00 
1920100.E-04 28046509.E-06 28046509.E-06 50646084.E-06 00000000.E+00 
1980100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2040100.E-04 10694992.E-06 10694992.E-06 21769016.E-06 00000000.E+00 
2100100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2160100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2220100.E-04 11939385.E-06 11939385.E-06 11958430.E-06 00000000.E+00 
2280100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2340100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2400100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2460100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2520100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2580100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2640100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2700100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2760100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2820100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2880100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2940100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3060100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3120100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3180100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3240100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3300100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3360100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3420100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3480100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3540100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3600100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3660100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3720100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3780100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3840100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3900100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3960100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4020100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4080100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4140100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4200100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4260100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4320100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4380100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4440100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4500100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4560100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4620100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4680100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4740100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4800100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4860100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4920100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4980100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
5040100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
5100100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
5160100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
5220100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
5280100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
5340100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
5400100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
5460100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
5520100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
5580100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
5640100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
5700100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
5760100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
5820100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
5880100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
5940100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
6000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
