====== 38 MeV H into skin/skull/brain/tumour =======
        SRIM-2013.00
======================================== 
       Ion and Recoil PHONONS        
 See SRIM Outputs\TDATA.txt for calc. details
======================================== 
 See file :  SRIM Outputs\TDATA.txt calculation data
 Ion    =  H   Energy = 38000 keV
============= TARGET MATERIAL ======================================
Layer  1 : Skin_Human (W&W type 1)
Layer Width =     1.E+07 AAA ;
  Layer # 1- Density = 10.56E22 atoms/cm3 = 1.09 g/cm3
  Layer # 1-  H = 61.7 Atomic Percent = 10.0 Mass Percent
  Layer # 1-  C = 12.9 Atomic Percent = 25.0 Mass Percent
  Layer # 1-  N = 2.04 Atomic Percent = 4.60 Mass Percent
  Layer # 1-  O = 23.1 Atomic Percent = 59.4 Mass Percent
  Layer # 1-  S = 5.82 Atomic Percent = .300 Mass Percent
  Layer # 1- Cl = .052 Atomic Percent = .300 Mass Percent
  Layer # 1- Na = .054 Atomic Percent = .200 Mass Percent
  Layer # 1-  K = 1.59 Atomic Percent = .100 Mass Percent
Layer  2 : Cortical Bone  Adult (W&W)
Layer Width =     4.E+07 AAA ;
  Layer # 2- Density = 9.946E22 atoms/cm3 = 1.92 g/cm3
  Layer # 2- Ca = 6.53 Atomic Percent = 22.5 Mass Percent
  Layer # 2-  P = 3.86 Atomic Percent = 10.3 Mass Percent
  Layer # 2-  H = 39.2 Atomic Percent = 3.40 Mass Percent
  Layer # 2-  C = 15.0 Atomic Percent = 15.5 Mass Percent
  Layer # 2-  N = 3.48 Atomic Percent = 4.20 Mass Percent
  Layer # 2-  O = 31.6 Atomic Percent = 43.5 Mass Percent
  Layer # 2-  S = .108 Atomic Percent = .300 Mass Percent
  Layer # 2- Mg = 9.57 Atomic Percent = .200 Mass Percent
Layer  3 : Brain (ICRP)
Layer Width =     3.E+07 AAA ;
  Layer # 3- Density = 10.41E22 atoms/cm3 = 1.03 g/cm3
  Layer # 3-  O = 27.5 Atomic Percent = 73.9 Mass Percent
  Layer # 3-  C = 6.23 Atomic Percent = 12.5 Mass Percent
  Layer # 3-  H = 65.4 Atomic Percent = 11.0 Mass Percent
  Layer # 3-  N = .565 Atomic Percent = 1.33 Mass Percent
  Layer # 3-  P = 6.72 Atomic Percent = .350 Mass Percent
  Layer # 3-  K = 4.71 Atomic Percent = .309 Mass Percent
  Layer # 3- Cl = 4.02 Atomic Percent = .240 Mass Percent
  Layer # 3- Na = 4.65 Atomic Percent = .179 Mass Percent
Layer  4 : Brain Tumour (ICRP brain comp.)
Layer Width =     2.E+07 AAA ;
  Layer # 4- Density = 10.62E22 atoms/cm3 = 1.05 g/cm3
  Layer # 4-  O = 27.5 Atomic Percent = 73.9 Mass Percent
  Layer # 4-  C = 6.23 Atomic Percent = 12.5 Mass Percent
  Layer # 4-  H = 65.4 Atomic Percent = 11.0 Mass Percent
  Layer # 4-  N = .565 Atomic Percent = 1.33 Mass Percent
  Layer # 4-  P = 6.72 Atomic Percent = .350 Mass Percent
  Layer # 4-  K = 4.71 Atomic Percent = .309 Mass Percent
  Layer # 4- Cl = 4.02 Atomic Percent = .240 Mass Percent
  Layer # 4- Na = 4.65 Atomic Percent = .179 Mass Percent
====================================================================
 Total Ions calculated =9999.86
========================================================
  Table Units are  >>>> Phonons /(Angstrom-Ion)  <<<<  
========================================================
  DEPTH       PHONONS     PHONONS    
  (Ang.)      by ION      by RECOILS 
-----------  -----------  -----------
100000.E+01  112576.E-10  157312.E-10
200000.E+01  112109.E-10  191324.E-10
300000.E+01  113836.E-10  164519.E-10
400000.E+01  114357.E-10  180028.E-10
500000.E+01  113780.E-10  177444.E-10
600000.E+01  115623.E-10  168882.E-10
700000.E+01  114483.E-10  207118.E-10
800000.E+01  115552.E-10  196190.E-10
900000.E+01  116463.E-10  172694.E-10
100000.E+02  123040.E-10  222602.E-10
110000.E+02  166412.E-10  421991.E-10
120000.E+02  165397.E-10  473901.E-10
130000.E+02  168409.E-10  310118.E-10
140000.E+02  167394.E-10  286043.E-10
150000.E+02  169356.E-10  290483.E-10
160000.E+02  170517.E-10  358698.E-10
170000.E+02  173930.E-10  279671.E-10
180000.E+02  174578.E-10  353414.E-10
190000.E+02  173464.E-10  350533.E-10
200000.E+02  175716.E-10  436082.E-10
210000.E+02  177885.E-10  362502.E-10
220000.E+02  178947.E-10  397756.E-10
230000.E+02  178859.E-10  377912.E-10
240000.E+02  183724.E-10  384596.E-10
250000.E+02  183992.E-10  428077.E-10
260000.E+02  185173.E-10  360763.E-10
270000.E+02  188483.E-10  423266.E-10
280000.E+02  188987.E-10  367941.E-10
290000.E+02  191755.E-10  607288.E-10
300000.E+02  192547.E-10  361538.E-10
310000.E+02  195932.E-10  391754.E-10
320000.E+02  197826.E-10  435254.E-10
330000.E+02  199076.E-10  415541.E-10
340000.E+02  203362.E-10  390214.E-10
350000.E+02  205016.E-10  404713.E-10
360000.E+02  206425.E-10  411884.E-10
370000.E+02  209109.E-10  409494.E-10
380000.E+02  211768.E-10  411666.E-10
390000.E+02  213308.E-10  402089.E-10
400000.E+02  216101.E-10  426139.E-10
410000.E+02  217539.E-10  587345.E-10
420000.E+02  222708.E-10  476584.E-10
430000.E+02  224966.E-10  445681.E-10
440000.E+02  227106.E-10  522213.E-10
450000.E+02  231777.E-10  518439.E-10
460000.E+02  232965.E-10  509976.E-10
470000.E+02  236408.E-10  426247.E-10
480000.E+02  240518.E-10  468228.E-10
490000.E+02  244389.E-10  378309.E-10
500000.E+02  259918.E-10  547522.E-10
510000.E+02  147485.E-10  294897.E-10
520000.E+02  146680.E-10  259255.E-10
530000.E+02  149847.E-10  291146.E-10
540000.E+02  150811.E-10  274251.E-10
550000.E+02  151737.E-10  291925.E-10
560000.E+02  153478.E-10  267751.E-10
570000.E+02  154963.E-10  354968.E-10
580000.E+02  156478.E-10  282436.E-10
590000.E+02  159854.E-10  317496.E-10
600000.E+02  162294.E-10  344161.E-10
610000.E+02  163995.E-10  363057.E-10
620000.E+02  162929.E-10  290428.E-10
630000.E+02  166668.E-10  323533.E-10
640000.E+02  168849.E-10  349015.E-10
650000.E+02  171266.E-10  272772.E-10
660000.E+02  174117.E-10  381173.E-10
670000.E+02  177068.E-10  385363.E-10
680000.E+02  178058.E-10  357516.E-10
690000.E+02  180221.E-10  341261.E-10
700000.E+02  182807.E-10  420572.E-10
710000.E+02  187199.E-10  354667.E-10
720000.E+02  190437.E-10  399845.E-10
730000.E+02  192470.E-10  468943.E-10
740000.E+02  196583.E-10  354453.E-10
750000.E+02  198959.E-10  412513.E-10
760000.E+02  203816.E-10  402605.E-10
770000.E+02  207038.E-10  427268.E-10
780000.E+02  211500.E-10  371951.E-10
790000.E+02  217118.E-10  408509.E-10
800000.E+02  233228.E-10  503655.E-10
810000.E+02  232302.E-10  424194.E-10
820000.E+02  238047.E-10  497346.E-10
830000.E+02  242212.E-10  463283.E-10
840000.E+02  247612.E-10  437554.E-10
850000.E+02  258250.E-10  477695.E-10
860000.E+02  263829.E-10  585186.E-10
870000.E+02  271607.E-10  488002.E-10
880000.E+02  282146.E-10  521762.E-10
890000.E+02  292139.E-10  613030.E-10
900000.E+02  302471.E-10  633427.E-10
910000.E+02  315688.E-10  615345.E-10
920000.E+02  329006.E-10  664489.E-10
930000.E+02  344907.E-10  692952.E-10
940000.E+02  363876.E-10  761461.E-10
950000.E+02  387458.E-10  831303.E-10
960000.E+02  415073.E-10  855570.E-10
970000.E+02  448379.E-10  945454.E-10
980000.E+02  493301.E-10  108867.E-09
990000.E+02  557255.E-10  125042.E-09
100000.E+03  687111.E-10  135291.E-09
