====== 300keV Ar into GaAs (sputter) =======
        SRIM-2013.00
======================================== 
       Ion and Recoil PHONONS        
 See SRIM Outputs\TDATA.txt for calc. details
======================================== 
====== TRIM Calc.= Ar(300 keV) ==> GaAs( 6500 A) =============================
------------------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt calculation data
 Ion    = Ar   Energy = 300 keV
============= TARGET MATERIAL ======================================
Layer  1 : GaAs
Layer Width =     7.E+03 AAA ;
  Layer # 1- Density = 4.429E22 atoms/cm3 = 5.32 g/cm3
  Layer # 1- Ga = 50   Atomic Percent = 48.2 Mass Percent
  Layer # 1- As = 50   Atomic Percent = 51.7 Mass Percent
====================================================================
 Total Ions calculated =10000.00
========================================================
  Table Units are  >>>> Phonons /(Angstrom-Ion)  <<<<  
========================================================
  DEPTH       PHONONS     PHONONS    
  (Ang.)      by ION      by RECOILS 
-----------  -----------  -----------
650100.E-04  304330.E-06  163784.E-04
130010.E-03  311548.E-06  251124.E-04
195010.E-03  322339.E-06  292658.E-04
260010.E-03  335358.E-06  312570.E-04
325010.E-03  341686.E-06  339062.E-04
390010.E-03  354508.E-06  351681.E-04
455010.E-03  365646.E-06  369373.E-04
520010.E-03  371607.E-06  374235.E-04
585010.E-03  387561.E-06  395516.E-04
650010.E-03  398840.E-06  413856.E-04
715010.E-03  411653.E-06  424812.E-04
780010.E-03  415628.E-06  441419.E-04
845010.E-03  429032.E-06  456090.E-04
910010.E-03  433459.E-06  455586.E-04
975010.E-03  452743.E-06  471540.E-04
104001.E-02  470675.E-06  486208.E-04
110501.E-02  470385.E-06  480837.E-04
117001.E-02  485490.E-06  496236.E-04
123501.E-02  499149.E-06  509954.E-04
130001.E-02  489353.E-06  497458.E-04
136501.E-02  504660.E-06  504051.E-04
143001.E-02  512164.E-06  507244.E-04
149501.E-02  504038.E-06  514007.E-04
156001.E-02  515635.E-06  514858.E-04
162501.E-02  507407.E-06  509082.E-04
169001.E-02  516550.E-06  507431.E-04
175501.E-02  518936.E-06  507125.E-04
182001.E-02  510348.E-06  490867.E-04
188501.E-02  509184.E-06  474354.E-04
195001.E-02  504870.E-06  465153.E-04
201501.E-02  496860.E-06  463470.E-04
208001.E-02  490595.E-06  455112.E-04
214501.E-02  481061.E-06  437241.E-04
221001.E-02  468155.E-06  422296.E-04
227501.E-02  454545.E-06  404884.E-04
234001.E-02  435468.E-06  385975.E-04
240501.E-02  418200.E-06  371973.E-04
247001.E-02  416691.E-06  348204.E-04
253501.E-02  393857.E-06  332885.E-04
260001.E-02  376298.E-06  319716.E-04
266501.E-02  347241.E-06  294882.E-04
273001.E-02  328881.E-06  265471.E-04
279501.E-02  312949.E-06  246368.E-04
286001.E-02  292507.E-06  234632.E-04
292501.E-02  269719.E-06  212929.E-04
299001.E-02  253156.E-06  200513.E-04
305501.E-02  213498.E-06  166203.E-04
312001.E-02  185551.E-06  141340.E-04
318501.E-02  173401.E-06  123731.E-04
325001.E-02  160543.E-06  113153.E-04
331501.E-02  133935.E-06  981059.E-05
338001.E-02  119675.E-06  815668.E-05
344501.E-02  102958.E-06  738838.E-05
351001.E-02  917843.E-07  643825.E-05
357501.E-02  754345.E-07  538336.E-05
364001.E-02  633107.E-07  456931.E-05
370501.E-02  571626.E-07  374737.E-05
377001.E-02  453728.E-07  308805.E-05
383501.E-02  366783.E-07  252232.E-05
390001.E-02  289755.E-07  184618.E-05
396501.E-02  256269.E-07  140148.E-05
403001.E-02  214423.E-07  116125.E-05
409501.E-02  140939.E-07  840157.E-06
416001.E-02  101554.E-07  632767.E-06
422501.E-02  784609.E-08  491479.E-06
429001.E-02  548973.E-08  365470.E-06
435501.E-02  440060.E-08  209508.E-06
442001.E-02  295922.E-08  128353.E-06
448501.E-02  117098.E-08  453145.E-07
455001.E-02  103964.E-08  519329.E-07
461501.E-02  100967.E-08  366385.E-07
468001.E-02  981646.E-09  498032.E-07
474501.E-02  665117.E-09  291962.E-07
481001.E-02  226327.E-09  169193.E-07
487501.E-02  000000.E+00  577865.E-08
494001.E-02  000000.E+00  767424.E-10
500501.E-02  000000.E+00  000000.E+00
507001.E-02  000000.E+00  000000.E+00
513501.E-02  000000.E+00  000000.E+00
520001.E-02  000000.E+00  000000.E+00
526501.E-02  000000.E+00  000000.E+00
533001.E-02  000000.E+00  000000.E+00
539501.E-02  000000.E+00  000000.E+00
546001.E-02  000000.E+00  000000.E+00
552501.E-02  000000.E+00  000000.E+00
559001.E-02  000000.E+00  000000.E+00
565501.E-02  000000.E+00  000000.E+00
572001.E-02  000000.E+00  000000.E+00
578501.E-02  000000.E+00  000000.E+00
585001.E-02  000000.E+00  000000.E+00
591501.E-02  000000.E+00  000000.E+00
598001.E-02  000000.E+00  000000.E+00
604501.E-02  000000.E+00  000000.E+00
611001.E-02  000000.E+00  000000.E+00
617501.E-02  000000.E+00  000000.E+00
624001.E-02  000000.E+00  000000.E+00
630501.E-02  000000.E+00  000000.E+00
637001.E-02  000000.E+00  000000.E+00
643501.E-02  000000.E+00  000000.E+00
650001.E-02  000000.E+00  000000.E+00
