====== 36 MeV H into skin/skull/brain/tumour =======
        SRIM-2013.00
======================================== 
       Ion and Recoil PHONONS        
 See SRIM Outputs\TDATA.txt for calc. details
======================================== 
 See file :  SRIM Outputs\TDATA.txt calculation data
 Ion    =  H   Energy = 36000 keV
============= TARGET MATERIAL ======================================
Layer  1 : Skin_Human (W&W type 1)
Layer Width =     1.E+07 AAA ;
  Layer # 1- Density = 10.56E22 atoms/cm3 = 1.09 g/cm3
  Layer # 1-  H = 61.7 Atomic Percent = 10.0 Mass Percent
  Layer # 1-  C = 12.9 Atomic Percent = 25.0 Mass Percent
  Layer # 1-  N = 2.04 Atomic Percent = 4.60 Mass Percent
  Layer # 1-  O = 23.1 Atomic Percent = 59.4 Mass Percent
  Layer # 1-  S = 5.82 Atomic Percent = .300 Mass Percent
  Layer # 1- Cl = .052 Atomic Percent = .300 Mass Percent
  Layer # 1- Na = .054 Atomic Percent = .200 Mass Percent
  Layer # 1-  K = 1.59 Atomic Percent = .100 Mass Percent
Layer  2 : Cortical Bone  Adult (W&W)
Layer Width =     4.E+07 AAA ;
  Layer # 2- Density = 9.946E22 atoms/cm3 = 1.92 g/cm3
  Layer # 2- Ca = 6.53 Atomic Percent = 22.5 Mass Percent
  Layer # 2-  P = 3.86 Atomic Percent = 10.3 Mass Percent
  Layer # 2-  H = 39.2 Atomic Percent = 3.40 Mass Percent
  Layer # 2-  C = 15.0 Atomic Percent = 15.5 Mass Percent
  Layer # 2-  N = 3.48 Atomic Percent = 4.20 Mass Percent
  Layer # 2-  O = 31.6 Atomic Percent = 43.5 Mass Percent
  Layer # 2-  S = .108 Atomic Percent = .300 Mass Percent
  Layer # 2- Mg = 9.57 Atomic Percent = .200 Mass Percent
Layer  3 : Brain (ICRP)
Layer Width =     3.E+07 AAA ;
  Layer # 3- Density = 10.41E22 atoms/cm3 = 1.03 g/cm3
  Layer # 3-  O = 27.5 Atomic Percent = 73.9 Mass Percent
  Layer # 3-  C = 6.23 Atomic Percent = 12.5 Mass Percent
  Layer # 3-  H = 65.4 Atomic Percent = 11.0 Mass Percent
  Layer # 3-  N = .565 Atomic Percent = 1.33 Mass Percent
  Layer # 3-  P = 6.72 Atomic Percent = .350 Mass Percent
  Layer # 3-  K = 4.71 Atomic Percent = .309 Mass Percent
  Layer # 3- Cl = 4.02 Atomic Percent = .240 Mass Percent
  Layer # 3- Na = 4.65 Atomic Percent = .179 Mass Percent
Layer  4 : Brain Tumour (ICRP brain comp.)
Layer Width =     2.E+07 AAA ;
  Layer # 4- Density = 10.62E22 atoms/cm3 = 1.05 g/cm3
  Layer # 4-  O = 27.5 Atomic Percent = 73.9 Mass Percent
  Layer # 4-  C = 6.23 Atomic Percent = 12.5 Mass Percent
  Layer # 4-  H = 65.4 Atomic Percent = 11.0 Mass Percent
  Layer # 4-  N = .565 Atomic Percent = 1.33 Mass Percent
  Layer # 4-  P = 6.72 Atomic Percent = .350 Mass Percent
  Layer # 4-  K = 4.71 Atomic Percent = .309 Mass Percent
  Layer # 4- Cl = 4.02 Atomic Percent = .240 Mass Percent
  Layer # 4- Na = 4.65 Atomic Percent = .179 Mass Percent
====================================================================
 Total Ions calculated =10000.00
========================================================
  Table Units are  >>>> Phonons /(Angstrom-Ion)  <<<<  
========================================================
  DEPTH       PHONONS     PHONONS    
  (Ang.)      by ION      by RECOILS 
-----------  -----------  -----------
100000.E+01  119146.E-10  148745.E-10
200000.E+01  119666.E-10  178247.E-10
300000.E+01  119324.E-10  226627.E-10
400000.E+01  121035.E-10  246914.E-10
500000.E+01  120991.E-10  178018.E-10
600000.E+01  122644.E-10  217850.E-10
700000.E+01  121863.E-10  201185.E-10
800000.E+01  122772.E-10  196712.E-10
900000.E+01  122806.E-10  190001.E-10
100000.E+02  131522.E-10  269117.E-10
110000.E+02  176462.E-10  362464.E-10
120000.E+02  176785.E-10  350325.E-10
130000.E+02  177615.E-10  386920.E-10
140000.E+02  179379.E-10  472120.E-10
150000.E+02  179882.E-10  347234.E-10
160000.E+02  183655.E-10  411035.E-10
170000.E+02  183919.E-10  367262.E-10
180000.E+02  185997.E-10  354517.E-10
190000.E+02  188960.E-10  402482.E-10
200000.E+02  190154.E-10  441462.E-10
210000.E+02  189687.E-10  391124.E-10
220000.E+02  194002.E-10  385655.E-10
230000.E+02  195234.E-10  375013.E-10
240000.E+02  194246.E-10  451833.E-10
250000.E+02  198573.E-10  446201.E-10
260000.E+02  201350.E-10  402428.E-10
270000.E+02  203504.E-10  359449.E-10
280000.E+02  204166.E-10  475076.E-10
290000.E+02  207740.E-10  524192.E-10
300000.E+02  211066.E-10  488874.E-10
310000.E+02  213164.E-10  425033.E-10
320000.E+02  214896.E-10  517094.E-10
330000.E+02  216280.E-10  457593.E-10
340000.E+02  218486.E-10  447995.E-10
350000.E+02  222891.E-10  509216.E-10
360000.E+02  227913.E-10  429079.E-10
370000.E+02  228799.E-10  447117.E-10
380000.E+02  231467.E-10  446725.E-10
390000.E+02  235434.E-10  519519.E-10
400000.E+02  238386.E-10  538744.E-10
410000.E+02  244447.E-10  632309.E-10
420000.E+02  245813.E-10  465220.E-10
430000.E+02  251759.E-10  484475.E-10
440000.E+02  255256.E-10  604378.E-10
450000.E+02  258896.E-10  479227.E-10
460000.E+02  263984.E-10  520250.E-10
470000.E+02  267973.E-10  524452.E-10
480000.E+02  273292.E-10  536838.E-10
490000.E+02  278083.E-10  556459.E-10
500000.E+02  291816.E-10  645904.E-10
510000.E+02  167827.E-10  355694.E-10
520000.E+02  171515.E-10  361972.E-10
530000.E+02  171366.E-10  271017.E-10
540000.E+02  174306.E-10  331231.E-10
550000.E+02  178086.E-10  350848.E-10
560000.E+02  177982.E-10  346817.E-10
570000.E+02  182223.E-10  299706.E-10
580000.E+02  183164.E-10  332758.E-10
590000.E+02  186647.E-10  331895.E-10
600000.E+02  189567.E-10  325120.E-10
610000.E+02  193506.E-10  395361.E-10
620000.E+02  195347.E-10  364194.E-10
630000.E+02  200318.E-10  415707.E-10
640000.E+02  204976.E-10  383205.E-10
650000.E+02  209532.E-10  425598.E-10
660000.E+02  212382.E-10  418075.E-10
670000.E+02  215383.E-10  474735.E-10
680000.E+02  221869.E-10  399937.E-10
690000.E+02  226229.E-10  417104.E-10
700000.E+02  229656.E-10  429606.E-10
710000.E+02  237300.E-10  427563.E-10
720000.E+02  244682.E-10  496589.E-10
730000.E+02  252188.E-10  459243.E-10
740000.E+02  259064.E-10  623602.E-10
750000.E+02  267584.E-10  626621.E-10
760000.E+02  274493.E-10  510389.E-10
770000.E+02  285195.E-10  592706.E-10
780000.E+02  294530.E-10  609340.E-10
790000.E+02  307783.E-10  663314.E-10
800000.E+02  328711.E-10  650749.E-10
810000.E+02  341824.E-10  600288.E-10
820000.E+02  359423.E-10  725013.E-10
830000.E+02  381649.E-10  790942.E-10
840000.E+02  408811.E-10  854424.E-10
850000.E+02  435505.E-10  905672.E-10
860000.E+02  478448.E-10  915781.E-10
870000.E+02  532290.E-10  104609.E-09
880000.E+02  617148.E-10  129789.E-09
890000.E+02  781053.E-10  156235.E-09
900000.E+02  109550.E-09  217134.E-09
910000.E+02  150745.E-09  319248.E-09
920000.E+02  160990.E-09  337765.E-09
930000.E+02  127667.E-09  268945.E-09
940000.E+02  676308.E-10  153381.E-09
950000.E+02  248561.E-10  546181.E-10
960000.E+02  554974.E-11  117770.E-10
970000.E+02  832022.E-12  159235.E-11
980000.E+02  913984.E-13  129116.E-12
990000.E+02  000000.E+00  000000.E+00
100000.E+03  000000.E+00  000000.E+00
