====== 36 MeV H into skin/skull/brain/tumour =======
        SRIM-2013.00
========================================
      Ion and Recoil IONIZATION     
 See SRIM Outputs\TDATA.txt for details   
========================================
 See file :  SRIM Outputs\TDATA.txt   for calculation data
 Ion    =  H   Energy = 36000 keV
============= TARGET MATERIAL ======================================
Layer 1 : Skin_Human (W&W type 1)
Layer Width = 10000.E+03 A ;
  Layer # 1- Density = 10.56E22 atoms/cm3 = 1.09 g/cm3
  Layer # 1-  H = 61.7 Atomic Percent = 10.0 Mass Percent
  Layer # 1-  C = 12.9 Atomic Percent = 25.0 Mass Percent
  Layer # 1-  N = 2.04 Atomic Percent = 4.60 Mass Percent
  Layer # 1-  O = 23.1 Atomic Percent = 59.4 Mass Percent
  Layer # 1-  S = 5.82 Atomic Percent = .300 Mass Percent
  Layer # 1- Cl = .052 Atomic Percent = .300 Mass Percent
  Layer # 1- Na = .054 Atomic Percent = .200 Mass Percent
  Layer # 1-  K = 1.59 Atomic Percent = .100 Mass Percent
Layer 2 : Cortical Bone  Adult (W&W)
Layer Width = 40000.E+03 A ;
  Layer # 2- Density = 9.946E22 atoms/cm3 = 1.92 g/cm3
  Layer # 2- Ca = 6.53 Atomic Percent = 22.5 Mass Percent
  Layer # 2-  P = 3.86 Atomic Percent = 10.3 Mass Percent
  Layer # 2-  H = 39.2 Atomic Percent = 3.40 Mass Percent
  Layer # 2-  C = 15.0 Atomic Percent = 15.5 Mass Percent
  Layer # 2-  N = 3.48 Atomic Percent = 4.20 Mass Percent
  Layer # 2-  O = 31.6 Atomic Percent = 43.5 Mass Percent
  Layer # 2-  S = .108 Atomic Percent = .300 Mass Percent
  Layer # 2- Mg = 9.57 Atomic Percent = .200 Mass Percent
Layer 3 : Brain (ICRP)
Layer Width = 30000.E+03 A ;
  Layer # 3- Density = 10.41E22 atoms/cm3 = 1.03 g/cm3
  Layer # 3-  O = 27.5 Atomic Percent = 73.9 Mass Percent
  Layer # 3-  C = 6.23 Atomic Percent = 12.5 Mass Percent
  Layer # 3-  H = 65.4 Atomic Percent = 11.0 Mass Percent
  Layer # 3-  N = .565 Atomic Percent = 1.33 Mass Percent
  Layer # 3-  P = 6.72 Atomic Percent = .350 Mass Percent
  Layer # 3-  K = 4.71 Atomic Percent = .309 Mass Percent
  Layer # 3- Cl = 4.02 Atomic Percent = .240 Mass Percent
  Layer # 3- Na = 4.65 Atomic Percent = .179 Mass Percent
Layer 4 : Brain Tumour (ICRP brain comp.)
Layer Width = 20000.E+03 A ;
  Layer # 4- Density = 10.62E22 atoms/cm3 = 1.05 g/cm3
  Layer # 4-  O = 27.5 Atomic Percent = 73.9 Mass Percent
  Layer # 4-  C = 6.23 Atomic Percent = 12.5 Mass Percent
  Layer # 4-  H = 65.4 Atomic Percent = 11.0 Mass Percent
  Layer # 4-  N = .565 Atomic Percent = 1.33 Mass Percent
  Layer # 4-  P = 6.72 Atomic Percent = .350 Mass Percent
  Layer # 4-  K = 4.71 Atomic Percent = .309 Mass Percent
  Layer # 4- Cl = 4.02 Atomic Percent = .240 Mass Percent
  Layer # 4- Na = 4.65 Atomic Percent = .179 Mass Percent
====================================================================
 Total Ions calculated =010000.00
===============================================================
  Ionization Energy Units are  >>>>  eV /(Angstrom-Ion)  <<<<  
===============================================================

  TARGET       IONIZ.       IONIZ.  
  DEPTH         by           by     
  (Ang)        IONS         RECOILS 
-----------  -----------  -----------
100000.E+01  1776.30E-04  1203.99E-08
200000.E+01  1791.56E-04  1197.70E-08
300000.E+01  1798.17E-04  2074.56E-07
400000.E+01  1796.58E-04  3629.71E-08
500000.E+01  1809.85E-04  1243.04E-08
600000.E+01  1811.09E-04  4011.96E-08
700000.E+01  1820.65E-04  1419.16E-08
800000.E+01  1826.52E-04  1633.68E-08
900000.E+01  1838.76E-04  1110.25E-08
100000.E+02  1844.05E-04  2838.35E-08
110000.E+02  2878.25E-04  2861.96E-08
120000.E+02  2892.93E-04  8149.75E-08
130000.E+02  2918.38E-04  6574.92E-08
140000.E+02  2930.47E-04  8566.41E-08
150000.E+02  2951.14E-04  2570.07E-08
160000.E+02  2979.71E-04  3047.20E-08
170000.E+02  2996.67E-04  2842.29E-08
180000.E+02  3026.50E-04  2360.03E-08
190000.E+02  3054.31E-04  4036.45E-07
200000.E+02  3090.08E-04  7948.81E-08
210000.E+02  3095.30E-04  2379.19E-08
220000.E+02  3122.01E-04  2506.02E-08
230000.E+02  3153.28E-04  2388.93E-08
240000.E+02  3171.84E-04  5742.95E-08
250000.E+02  3201.94E-04  7704.24E-08
260000.E+02  3232.50E-04  5117.85E-08
270000.E+02  3260.30E-04  2520.35E-08
280000.E+02  3286.26E-04  3920.33E-08
290000.E+02  3319.70E-04  1328.61E-07
300000.E+02  3350.03E-04  9005.30E-08
310000.E+02  3379.92E-04  2783.92E-08
320000.E+02  3418.81E-04  2967.51E-07
330000.E+02  3452.85E-04  3029.84E-08
340000.E+02  3492.34E-04  2602.01E-08
350000.E+02  3526.91E-04  5832.45E-08
360000.E+02  3561.08E-04  2150.83E-08
370000.E+02  3600.82E-04  2733.26E-08
380000.E+02  3645.17E-04  2224.36E-08
390000.E+02  3683.53E-04  5217.93E-07
400000.E+02  3729.31E-04  4244.63E-08
410000.E+02  3772.65E-04  8142.70E-08
420000.E+02  3826.33E-04  2379.65E-08
430000.E+02  3881.89E-04  2834.20E-08
440000.E+02  3936.60E-04  1180.98E-07
450000.E+02  3981.38E-04  2593.48E-08
460000.E+02  4046.94E-04  3611.08E-08
470000.E+02  4104.25E-04  5141.53E-08
480000.E+02  4169.94E-04  3504.06E-08
490000.E+02  4246.01E-04  2656.00E-08
500000.E+02  4311.27E-04  6458.50E-08
510000.E+02  2706.72E-04  3016.61E-07
520000.E+02  2733.63E-04  3347.50E-08
530000.E+02  2768.01E-04  3758.59E-08
540000.E+02  2797.42E-04  2620.77E-08
550000.E+02  2829.36E-04  1335.55E-07
560000.E+02  2860.79E-04  9583.18E-08
570000.E+02  2899.25E-04  5582.23E-08
580000.E+02  2935.03E-04  4182.66E-08
590000.E+02  2976.55E-04  7654.01E-08
600000.E+02  3015.90E-04  4894.20E-08
610000.E+02  3058.94E-04  4798.61E-08
620000.E+02  3107.18E-04  3349.25E-08
630000.E+02  3148.16E-04  3748.00E-08
640000.E+02  3201.49E-04  3978.28E-08
650000.E+02  3250.81E-04  4684.79E-08
660000.E+02  3308.44E-04  4425.54E-08
670000.E+02  3367.22E-04  7143.15E-08
680000.E+02  3430.15E-04  1744.89E-07
690000.E+02  3497.42E-04  3736.54E-08
700000.E+02  3560.07E-04  6605.70E-08
710000.E+02  3641.70E-04  4259.16E-08
720000.E+02  3728.71E-04  1836.80E-07
730000.E+02  3809.99E-04  3604.13E-08
740000.E+02  3897.33E-04  1466.57E-07
750000.E+02  4004.19E-04  1108.17E-07
760000.E+02  4106.09E-04  3696.92E-08
770000.E+02  4224.97E-04  1219.12E-07
780000.E+02  4354.00E-04  1319.94E-07
790000.E+02  4498.02E-04  7492.46E-08
800000.E+02  4660.18E-04  5549.51E-08
810000.E+02  4943.23E-04  3908.97E-08
820000.E+02  5164.52E-04  1135.45E-07
830000.E+02  5421.08E-04  7227.75E-08
840000.E+02  5708.69E-04  1898.74E-07
850000.E+02  6052.57E-04  9081.10E-08
860000.E+02  6506.95E-04  1299.29E-07
870000.E+02  7090.99E-04  1963.24E-07
880000.E+02  7928.87E-04  1598.09E-07
890000.E+02  9181.37E-04  1983.06E-07
900000.E+02  1074.37E-03  1847.19E-07
910000.E+02  1159.92E-03  3654.89E-07
