============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion =  H (01)   Ion Mass= 001.0080
Energy  = 3600000.E-02 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - Skin_Human (W&W type 1)
  Layer # 4 -  0 % of Na
様様様様様様様様様様様様様様様様様様様様様様様様様様
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   9.0983E+07 -5.1313E+05  1.5992E+06
0000002   9.0088E+07  6.2053E+04 -4.2943E+05
0000003   9.3279E+07 -1.3989E+06  3.2332E+05
0000004   9.3142E+07 -1.5607E+05  7.4148E+05
0000005   9.2255E+07  2.6466E+06 -1.1886E+06
0000006   9.3168E+07  2.8914E+05  1.3382E+06
0000007   9.0809E+07  8.1375E+05  3.0698E+06
0000008   9.1987E+07 -7.2840E+04  1.8705E+06
0000009   9.0812E+07 -1.1232E+06  1.1286E+06
0000010   9.2526E+07 -1.3362E+06  8.8650E+04
0000011   8.9006E+07 -2.9110E+06 -2.0144E+06
0000012   9.1370E+07 -1.3495E+06 -3.1577E+06
0000013   9.0972E+07  4.9274E+05  2.1041E+06
0000014   9.2276E+07 -1.0519E+06  2.3791E+06
0000015   9.0413E+07  2.2821E+06  1.5704E+06
0000016   9.3767E+07  4.2143E+06 -8.0323E+05
0000017   9.2427E+07 -1.4703E+06  2.3231E+06
0000018   9.2090E+07  2.7122E+06 -1.0363E+05
0000019   9.3089E+07 -8.1508E+04  1.0028E+06
0000020   8.9789E+07 -1.2385E+05  1.7254E+06
0000021   9.1054E+07  1.0879E+06  2.4847E+06
0000022   8.9043E+07  6.2228E+05 -3.3462E+06
0000023   9.2337E+07 -1.1283E+06 -8.8683E+05
0000024   9.2532E+07  7.6712E+05  5.1950E+04
0000025   9.2736E+07  2.8288E+06 -5.1799E+05
0000026   9.2972E+07 -3.6854E+06 -1.7097E+06
0000027   9.3703E+07  3.1796E+06 -4.6968E+05
0000028   9.1717E+07 -3.3180E+06  7.6182E+05
0000029   8.9064E+07 -2.5965E+06 -9.6007E+05
0000030   9.2052E+07 -2.8887E+06 -6.5679E+05
0000031   9.2612E+07  1.3768E+06 -5.0641E+05
0000032   9.2409E+07  2.7494E+06  6.7326E+05
0000033   9.0357E+07  2.9547E+06 -6.4687E+05
0000034   9.2449E+07  4.6430E+05  1.7637E+05
0000035   9.3383E+07 -5.0604E+06  7.3753E+04
0000036   9.0442E+07  1.3098E+06 -1.0302E+06
0000037   9.0461E+07  3.1466E+06 -9.2827E+06
0000038   9.0064E+07 -4.7421E+06  6.4475E+06
0000039   9.0978E+07 -9.2080E+05 -2.7867E+06
0000040   9.2076E+07  7.5778E+05 -1.9373E+06
0000041   8.9039E+07 -5.4163E+05  8.4255E+05
0000042   9.0386E+07  3.0025E+06 -1.9341E+06
0000043   9.2956E+07 -1.1641E+06  2.9828E+06
0000044   9.3138E+07  4.6882E+06 -3.4794E+06
0000045   9.1785E+07  1.3760E+06  1.4551E+03
0000046   9.2076E+07  3.3297E+06 -3.6369E+06
0000047   9.0714E+07  5.7029E+05  3.0712E+06
0000048   9.1000E+07  1.1453E+06 -1.3109E+05
0000049   9.2544E+07  1.2527E+05  6.3267E+03
0000050   9.2543E+07  3.1415E+06 -4.1970E+05
0000051   9.2674E+07  6.6703E+05  4.8201E+05
0000052   9.1089E+07 -7.5212E+05  2.4660E+06
0000053   9.3687E+07  5.6273E+05 -8.2296E+05
0000054   9.0815E+07  4.2906E+05  2.7928E+06
0000055   8.9665E+07 -3.1078E+05  5.5918E+05
0000056   9.2589E+07 -2.0420E+06  1.2391E+06
0000057   9.1572E+07  2.8820E+05 -1.6701E+06
0000058   9.1364E+07  1.8566E+06  2.1722E+06
0000059   9.0304E+07 -1.2089E+05 -8.1644E+05
0000060   9.2702E+07 -3.9837E+06  1.7449E+06
0000061   9.0096E+07 -4.7266E+06  9.1669E+05
0000062   9.4009E+07  4.2948E+05  1.2021E+06
0000063   9.1830E+07  3.1117E+06  2.0273E+06
0000064   9.0885E+07  3.5906E+04  1.1905E+06
0000065   9.2013E+07  3.3898E+04 -1.5974E+06
0000066   9.4125E+07  1.0892E+06  4.3782E+05
0000067   9.1706E+07 -4.6399E+05 -4.0700E+06
0000068   8.9280E+07  2.7395E+06  1.1315E+06
0000069   9.2389E+07  5.9393E+05  1.2484E+06
0000070   9.0055E+07  5.7718E+04 -1.1039E+06
0000071   9.3318E+07 -1.8977E+06  6.4585E+06
0000072   9.2096E+07 -2.0317E+06  3.8935E+06
0000073   9.1891E+07  1.8678E+06  1.7454E+06
0000074   9.0702E+07  1.0806E+06  3.7192E+06
0000075   9.3094E+07  2.5956E+06  7.9775E+05
0000076   9.1122E+07  3.8578E+04  1.0070E+06
0000077   9.2691E+07 -8.1004E+05 -3.7955E+05
0000078   9.1913E+07 -2.1340E+06 -1.1956E+06
0000079   9.4238E+07  1.9768E+06 -4.5883E+04
0000080   9.1737E+07  4.8586E+06  3.4097E+06
0000081   9.5635E+07 -5.7230E+05  6.2092E+05
0000082   9.2095E+07  1.4008E+06 -4.7670E+06
0000083   9.1216E+07 -1.9701E+06 -1.7847E+06
0000084   9.0661E+07 -2.0506E+06 -1.2313E+06
0000085   9.0275E+07 -9.7442E+04 -2.3985E+06
0000086   9.2526E+07  1.7808E+06  7.1659E+05
0000087   8.9930E+07 -1.9621E+06  3.4985E+06
0000088   9.1258E+07  4.1073E+06 -2.4638E+05
0000089   8.9603E+07  3.5085E+06  2.8461E+06
0000090   9.0925E+07 -2.1022E+05 -1.6178E+06
0000091   9.4549E+07 -5.7488E+05 -1.5821E+06
0000092   9.1102E+07 -4.2653E+04  4.9431E+06
0000093   9.1935E+07  2.0062E+06 -9.3572E+05
0000094   9.1697E+07  3.5752E+05  1.1352E+05
0000095   8.9814E+07  6.1943E+06  2.0533E+06
0000096   9.0811E+07 -2.1424E+06 -2.1099E+06
0000097   9.1117E+07 -1.3140E+06  3.8232E+05
0000098   9.1946E+07  4.3190E+06  9.3904E+04
0000099   9.2334E+07  3.4039E+06 -1.8321E+06
0000100   9.3081E+07  4.0846E+06 -2.5223E+06
0000101   9.3044E+07 -5.1675E+06  8.3202E+05
0000102   8.9847E+07 -1.4970E+06  1.3956E+05
0000103   9.2997E+07 -5.7408E+05 -2.1167E+06
0000104   9.0720E+07 -2.4504E+06  1.1189E+06
0000105   9.1474E+07  1.9005E+06 -3.6579E+06
0000106   9.0030E+07  3.4558E+06  4.1649E+06
0000107   9.3128E+07 -1.9429E+06 -1.7386E+06
0000108   8.9652E+07 -2.7090E+06 -2.7974E+06
0000109   9.2426E+07  1.0395E+06  8.2079E+05
0000110   9.2146E+07  1.5758E+06 -2.1582E+06
0000111   9.2324E+07  3.3572E+06 -3.6455E+06
0000112   9.4443E+07  1.7454E+06 -2.6240E+06
0000113   9.1446E+07  9.6414E+05 -1.4484E+06
0000114   9.3375E+07 -6.3660E+05 -9.1488E+05
0000115   9.2015E+07 -1.2615E+06 -9.2575E+05
0000116   9.4893E+07 -1.5695E+06  7.9276E+05
0000117   9.0830E+07  1.4347E+06  1.3930E+06
0000118   9.4020E+07  1.3751E+06 -5.3885E+05
0000119   9.2161E+07 -5.0876E+06  1.0159E+07
0000120   9.4783E+07  6.0158E+06  1.8871E+06
0000121   9.1491E+07  2.9981E+05  3.0817E+06
0000122   9.2286E+07 -2.0776E+06 -2.0269E+06
0000123   9.1873E+07  3.5427E+06  1.6353E+05
0000124   8.8767E+07 -1.8033E+06  4.3989E+06
0000125   9.2999E+07  2.4931E+06 -2.5716E+06
0000126   8.9897E+07  2.6111E+06 -1.4917E+06
0000127   9.1945E+07  1.8988E+06  2.4353E+06
0000128   9.1736E+07  8.9889E+05  1.5488E+06
0000129   9.0378E+07  1.4392E+06  1.8339E+06
0000130   8.9833E+07 -1.1176E+06  5.8591E+05
0000131   9.0604E+07  3.0901E+06  5.8073E+05
0000132   9.2773E+07 -8.2161E+05  3.2117E+06
0000133   9.3211E+07 -6.9175E+06 -4.6254E+06
0000134   9.2926E+07 -3.2864E+06  1.0707E+06
0000135   9.0202E+07  5.7478E+05  4.1875E+05
0000136   9.4161E+07 -1.7695E+06 -1.6037E+06
0000137   9.3298E+07 -3.8983E+06  1.1845E+06
0000138   9.2220E+07  2.4291E+06 -7.4188E+05
0000139   9.0907E+07  3.5577E+06 -3.3389E+05
0000140   9.1286E+07  7.8223E+05  3.4878E+05
0000141   9.1765E+07  2.5418E+06 -1.9351E+06
0000142   9.1152E+07  4.0384E+06 -2.5061E+05
0000143   9.3019E+07  2.6555E+06 -4.7937E+04
0000144   9.4864E+07 -2.3119E+05 -1.6674E+06
0000145   9.4983E+07  3.4424E+05 -2.4801E+06
0000146   9.1436E+07  3.5085E+05 -2.4515E+06
0000147   9.2370E+07 -6.5683E+05  2.9158E+06
0000148   9.1401E+07 -1.9877E+06  1.0762E+06
0000149   9.0967E+07 -5.9026E+04  4.3484E+05
0000150   9.2198E+07  4.4308E+06  3.3134E+06
0000151   9.0749E+07 -4.5973E+05 -1.7347E+06
0000152   9.3669E+07  1.5452E+06  1.3216E+06
0000153   9.0995E+07  3.9389E+06  2.7131E+06
0000154   9.3657E+07  8.1239E+05 -1.7154E+06
0000155   9.1126E+07  8.9071E+04 -8.2574E+05
0000156   9.2802E+07  8.3425E+05  2.0133E+06
0000157   9.2838E+07 -1.1903E+06 -7.2069E+05
0000158   9.1228E+07  3.1753E+06 -9.6864E+05
0000159   9.1650E+07 -6.2024E+04 -2.9383E+06
0000160   9.2287E+07  1.1492E+05 -3.2738E+05
0000161   9.0583E+07 -4.6942E+05 -5.2334E+05
0000162   9.2522E+07  4.3389E+06 -9.7701E+05
0000163   9.0579E+07 -5.6760E+06 -1.4776E+06
0000164   9.2920E+07  3.9361E+06  7.6425E+05
0000165   9.1377E+07  1.4264E+05  3.9867E+06
0000166   9.0280E+07 -7.3836E+05 -7.9301E+05
0000167   8.8142E+07 -8.6966E+05  3.7264E+05
0000168   9.7763E+07 -1.0860E+06 -2.4201E+05
0000169   9.3160E+07  4.2906E+04  2.2786E+06
0000170   9.1897E+07  2.2498E+06 -2.3426E+06
0000171   9.3752E+07 -2.0043E+05  1.8031E+06
0000172   9.3804E+07 -7.6008E+05 -1.9666E+06
0000173   9.0035E+07  1.5570E+06 -4.0493E+04
0000174   8.9737E+07  1.6964E+06  1.8075E+06
0000175   9.1841E+07  2.2798E+06  1.6643E+06
0000176   9.3342E+07 -3.3902E+06  3.5175E+06
0000177   9.1633E+07 -1.5276E+06 -3.5747E+06
0000178   9.1014E+07 -9.9157E+05  8.8343E+05
0000179   9.3599E+07  1.7893E+06 -1.0220E+06
0000180   9.2422E+07  8.5943E+06  8.5011E+06
0000181   9.3426E+07 -1.4407E+06  7.6599E+05
0000182   9.2118E+07 -9.6660E+05 -5.0657E+06
0000183   9.2154E+07 -6.0443E+05 -3.6504E+05
0000184   9.3129E+07 -2.1097E+06 -9.6974E+05
0000185   9.3260E+07 -9.3632E+05  3.1917E+06
0000186   9.4093E+07 -1.7323E+06  2.8122E+04
0000187   9.0772E+07 -2.5075E+06 -2.9795E+06
0000188   9.0090E+07 -1.8890E+06 -7.3132E+05
0000189   8.9725E+07 -3.6792E+05 -1.2715E+06
0000190   9.1757E+07 -2.4220E+06  1.1166E+06
0000191   9.1682E+07  1.6575E+06  2.3297E+06
0000192   9.4391E+07 -8.0807E+05 -1.2270E+06
0000193   9.3291E+07 -1.7778E+05 -1.1224E+06
0000194   9.0998E+07  8.1483E+05  1.7561E+06
0000195   9.2069E+07  1.7164E+06 -1.6638E+06
0000196   9.4508E+07 -1.3223E+06  1.4205E+06
0000197   9.4134E+07  4.6359E+04 -2.6869E+05
0000198   9.1648E+07 -4.1348E+06 -4.0790E+06
0000199   9.5304E+07 -6.7477E+05  2.0922E+06
0000200   9.0809E+07  4.3146E+06  1.6524E+06
0000201   9.1298E+07 -1.5697E+06 -8.0796E+05
0000202   9.1912E+07  1.0435E+06  1.5994E+06
0000203   9.2415E+07 -2.7014E+06  4.7370E+05
0000204   9.1050E+07  3.9948E+06 -6.5322E+04
0000205   9.1270E+07 -6.0805E+05  8.6792E+05
0000206   8.9946E+07  3.5686E+05 -1.2446E+06
0000207   9.3123E+07  1.9719E+06  1.4953E+06
0000208   9.2076E+07  2.5231E+06  2.3438E+06
0000209   9.2119E+07 -2.2455E+05 -1.5275E+06
0000210   9.0872E+07 -1.1989E+06  1.7049E+06
0000211   9.0184E+07  2.9488E+06 -3.5666E+06
0000212   9.2019E+07 -1.4760E+06  4.4767E+06
0000213   9.0514E+07 -3.6562E+06 -2.0569E+06
0000214   9.0871E+07 -1.1334E+06  6.3443E+05
0000215   9.2425E+07 -2.5917E+06  3.5832E+06
0000216   9.1034E+07 -1.4662E+06  2.8697E+05
0000217   9.3958E+07 -1.5596E+06  1.2405E+06
0000218   9.0806E+07  5.7968E+05 -7.0504E+04
0000219   9.3210E+07  8.3486E+05  1.9519E+06
0000220   8.9560E+07 -2.6452E+06 -6.8540E+05
0000221   9.3892E+07  7.0405E+05 -2.2946E+06
0000222   9.1425E+07  3.9465E+05 -1.2816E+06
0000223   9.3124E+07 -6.6466E+05  1.3138E+06
0000224   9.1563E+07 -1.1208E+06 -7.2715E+05
0000225   9.2026E+07 -3.6502E+06  1.1118E+06
0000226   9.2056E+07  2.7666E+06 -3.3853E+06
0000227   9.0803E+07 -8.0823E+06 -2.7322E+06
0000228   9.1893E+07 -2.3494E+06  5.0536E+06
0000229   9.2309E+07  3.2703E+06  1.4843E+06
0000230   9.0517E+07 -1.2792E+06  1.2294E+06
0000231   8.7518E+07  1.4111E+06 -1.0737E+06
0000232   9.1777E+07 -3.8142E+06  7.9183E+05
0000233   9.2551E+07  3.1639E+06 -4.5588E+06
0000234   9.1816E+07  1.1669E+05 -1.2014E+06
0000235   9.2164E+07  2.8191E+05 -1.8881E+06
0000236   9.2421E+07 -1.8231E+04 -2.1522E+06
0000237   9.0399E+07 -2.2634E+06 -9.0345E+05
0000238   9.0446E+07  6.6979E+05  5.6953E+05
0000239   9.0509E+07 -1.4653E+05 -2.0839E+06
0000240   8.9395E+07  2.4991E+06  1.2365E+06
0000241   8.9268E+07 -3.9187E+05  3.7487E+05
0000242   9.3738E+07 -6.2184E+04 -2.9922E+05
0000243   8.9239E+07 -1.9300E+06  1.7705E+06
0000244   9.0303E+07 -2.2664E+06  2.4356E+05
0000245   9.1400E+07 -3.6339E+06  8.0223E+05
0000246   9.1449E+07  6.1693E+05 -1.2118E+06
0000247   8.9868E+07  3.1110E+05 -3.3576E+06
0000248   9.2135E+07 -1.6982E+06 -4.0641E+05
0000249   9.1121E+07 -6.4906E+04  4.2101E+06
0000250   9.1326E+07  8.1435E+05  1.0715E+06
0000251   9.1413E+07  6.7752E+05  2.4457E+06
0000252   9.1826E+07  1.5545E+06 -6.7511E+05
0000253   9.2255E+07 -2.8054E+06 -8.2964E+04
0000254   8.4431E+07  2.0868E+07  1.2869E+07
0000255   9.4071E+07 -3.0260E+05  3.7700E+05
0000256   9.1327E+07  1.2742E+06 -3.2827E+06
0000257   9.3153E+07  4.0926E+06  7.2820E+05
0000258   9.2907E+07 -2.6810E+06  1.4814E+06
0000259   9.0765E+07  2.0012E+06 -3.7242E+06
0000260   9.1209E+07 -1.8768E+06  1.5984E+06
0000261   9.3864E+07  1.7210E+06 -5.0345E+05
0000262   9.3615E+07 -7.4693E+05  2.1963E+06
0000263   9.2789E+07  1.6965E+06 -1.2318E+06
0000264   9.2857E+07  1.1032E+06  2.5554E+06
0000265   9.0230E+07 -2.7826E+06 -1.9809E+06
0000266   9.3702E+07 -3.4074E+06  5.1241E+05
0000267   9.2342E+07 -4.1964E+05 -5.6658E+05
0000268   9.4505E+07  2.3575E+06 -4.1374E+06
0000269   9.2166E+07  1.7263E+06  7.6758E+04
0000270   9.2774E+07 -2.3429E+04  9.7580E+05
0000271   8.9620E+07  1.0471E+06  2.8983E+06
0000272   9.1193E+07 -1.0817E+06 -7.2254E+05
0000273   9.0350E+07 -4.2981E+05  4.2461E+06
0000274   9.2112E+07 -3.1600E+06  1.7243E+06
0000275   9.2318E+07  6.1719E+04  3.3978E+06
0000276   9.1974E+07  5.9207E+04 -2.0284E+06
0000277   9.0142E+07 -1.9409E+06  7.1862E+05
0000278   9.1086E+07 -1.0773E+06 -1.4429E+06
0000279   8.8804E+07  4.6676E+06  8.1162E+05
0000280   9.1811E+07  2.3807E+06  3.9950E+05
0000281   9.0589E+07 -7.3506E+05  8.3699E+04
0000282   9.0410E+07 -3.7321E+06  3.4580E+06
0000283   9.4099E+07 -1.2656E+06  7.6372E+05
0000284   9.1486E+07  1.9479E+06 -4.0655E+06
0000285   9.0903E+07  4.6672E+05  3.0443E+06
0000286   9.1601E+07  1.5696E+06 -1.1768E+06
0000287   8.9833E+07  1.5645E+05  2.2303E+06
0000288   9.1427E+07 -4.5983E+05 -1.4878E+06
0000289   9.3458E+07 -4.6489E+05  2.1232E+06
0000290   9.2736E+07  7.3067E+05 -9.9746E+05
0000291   9.3792E+07 -1.6611E+04 -9.0843E+05
0000292   8.9804E+07 -2.6133E+06  6.7715E+05
0000293   9.4827E+07 -1.3290E+06  3.5552E+06
0000294   9.3012E+07  3.6662E+06 -2.0175E+06
0000295   8.9038E+07  5.3105E+06  6.5081E+05
0000296   9.1512E+07  4.6071E+05 -4.5965E+05
0000297   9.4036E+07  3.9568E+06  1.9569E+06
0000298   9.2822E+07  1.0320E+05  3.0308E+06
0000299   9.2839E+07  3.9056E+06  5.2226E+04
0000300   9.2024E+07 -2.1721E+06 -9.9523E+05
0000301   9.1611E+07 -1.3279E+06 -2.4313E+06
0000302   9.0741E+07 -7.2465E+05  1.4435E+06
0000303   9.1407E+07 -1.8585E+06  2.2772E+06
0000304   9.1822E+07  5.9219E+05 -1.0104E+06
0000305   8.9416E+07 -2.1198E+06 -9.4864E+04
0000306   9.0967E+07 -1.0691E+05 -1.1706E+06
0000307   9.1299E+07 -8.7690E+05  1.2242E+06
0000308   9.0692E+07 -2.9374E+06  6.1136E+05
0000309   9.3380E+07 -2.9188E+06 -2.9626E+06
0000310   9.2392E+07  3.1398E+06 -3.7612E+06
0000311   9.2434E+07  8.0105E+05 -1.4431E+05
0000312   8.7295E+07 -1.5174E+07  7.7521E+06
0000313   9.0764E+07  2.3480E+04  3.1600E+05
0000314   9.1884E+07 -3.3490E+06  1.3890E+06
0000315   9.1146E+07  7.1038E+05  9.6030E+05
0000316   9.0948E+07 -2.6668E+05  4.7245E+05
0000317   9.0983E+07 -3.0909E+06  1.8144E+06
0000318   9.2952E+07 -3.3134E+06  4.4944E+05
0000319   9.5151E+07  1.8933E+06  2.6349E+06
0000320   9.1500E+07  5.5351E+05 -2.4324E+06
0000321   9.1437E+07  7.4229E+05  5.0108E+04
0000322   9.1705E+07  1.7798E+06  5.3251E+05
0000323   9.3886E+07 -3.2934E+06  3.5671E+06
0000324   9.3239E+07  2.2400E+05  1.8262E+06
0000325   9.3168E+07  2.6760E+05  8.9792E+05
0000326   9.2504E+07 -2.5108E+06 -3.9607E+06
0000327   9.0758E+07 -3.2932E+06  1.6381E+06
0000328   9.1048E+07  1.5903E+06 -5.9774E+06
0000329   9.1663E+07  2.5440E+06  1.0532E+06
0000330   9.1456E+07  2.6832E+06 -4.9044E+05
0000331   9.0792E+07 -2.8852E+06 -1.0862E+06
0000332   9.2001E+07  9.9714E+05 -3.2920E+06
0000333   9.3158E+07  1.2007E+06  1.6318E+05
0000334   9.2320E+07  1.8680E+06 -4.3677E+06
0000335   9.1047E+07 -6.5992E+05  5.3045E+05
0000336   9.3221E+07  1.1440E+06 -7.7760E+05
0000337   9.1692E+07 -6.4529E+05  2.6519E+06
0000338   9.3236E+07  1.5019E+06  1.5666E+06
0000339   8.9706E+07  8.4314E+05  1.7571E+06
0000340   8.8963E+07  1.7626E+06  4.2100E+05
0000341   9.3681E+07  1.9834E+05  4.8635E+06
0000342   8.9558E+07 -4.3332E+05 -7.3094E+05
0000343   9.1670E+07  1.5519E+06 -2.7108E+06
0000344   9.2048E+07 -1.9716E+06  2.7734E+06
0000345   9.2443E+07  1.0614E+06  7.6554E+05
0000346   9.0541E+07  7.5473E+05  1.5858E+06
0000347   9.1583E+07  3.5789E+05 -1.1885E+06
0000348   9.0021E+07 -3.9856E+06 -2.5603E+05
0000349   9.0977E+07 -1.7670E+05 -3.0374E+05
0000350   9.2018E+07  2.8459E+06  6.7812E+05
0000351   8.7381E+07 -2.1651E+06 -4.9914E+05
0000352   9.1720E+07  4.1073E+05  5.8138E+05
0000353   9.1695E+07 -6.9307E+04 -1.8877E+06
0000354   9.3859E+07  1.9440E+06  2.8768E+06
0000355   9.1444E+07  1.5028E+06 -7.0555E+05
0000356   9.2221E+07  1.0855E+06  2.3475E+06
0000357   9.3663E+07 -1.7363E+06  4.6557E+06
0000358   9.3983E+07 -1.4131E+06  2.1145E+06
0000359   9.1789E+07  1.3828E+06  4.2017E+06
0000360   9.3647E+07 -1.7472E+06 -1.3310E+05
0000361   9.2521E+07 -2.0899E+06  1.5674E+06
0000362   8.8800E+07 -1.9025E+06  2.5682E+06
0000363   9.1365E+07 -4.1253E+05 -9.6801E+05
0000364   9.0042E+07  1.8487E+06  3.2012E+05
0000365   9.4254E+07 -2.5999E+06  1.1343E+06
0000366   9.1909E+07 -7.2546E+05  4.8012E+05
0000367   9.3647E+07 -5.0243E+05 -1.5658E+06
0000368   9.0880E+07 -1.3564E+06  7.5235E+05
0000369   9.3957E+07  1.2252E+06 -5.5777E+05
0000370   8.9953E+07 -2.3314E+06  3.2409E+06
0000371   9.1620E+07 -2.8730E+05  2.2123E+06
0000372   9.0680E+07 -1.8761E+06 -3.3845E+06
0000373   9.1436E+07 -2.5104E+06 -2.2614E+06
0000374   9.1665E+07  3.0252E+05  9.9121E+05
0000375   9.1460E+07 -1.6589E+06  3.2005E+03
0000376   9.2228E+07 -9.8092E+05 -1.2672E+06
0000377   9.3795E+07 -1.7569E+05  1.6254E+06
0000378   9.1794E+07  4.7606E+06  3.6469E+04
0000379   9.3243E+07  3.9980E+06  2.9731E+06
0000380   9.3272E+07  5.6379E+05  9.2387E+05
0000381   8.8917E+07 -2.2561E+06 -1.3616E+06
