====== 10 MeV H into Beryllium =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    =  H   Energy = 10000 keV
 Total Ions calculated =10000.00
============= TARGET MATERIAL ======================================
Layer  1 : Beryllium
Layer Width = 15000.E+03 AAA ;
  Layer # 1- Density = 12.34E22 atoms/cm3 = 1.848 g/cm3
  Layer # 1- Be = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Ion Average Range = 802728.E+01 A   Straggling = 129168.E+00 A
 Ion Lateral Range = 103144.E+00 A   Straggling = 150861.E+00 A
 Ion Radial  Range = 162808.E+00 A   Straggling = 145451.E+00 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
9150000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
9300000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
9450000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
9600000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
9750000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
9900000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1005000.E+01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1020000.E+01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1035000.E+01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1050000.E+01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1065000.E+01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1080000.E+01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1095000.E+01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1110000.E+01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1125000.E+01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1140000.E+01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1155000.E+01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1170000.E+01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1185000.E+01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1200000.E+01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1215000.E+01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1230000.E+01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1245000.E+01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1260000.E+01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1275000.E+01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1290000.E+01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1305000.E+01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1320000.E+01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1335000.E+01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1350000.E+01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
