====== 35.5 MeV H into skin/skull/brain/tumour =======
        SRIM-2013.00
======================================== 
       Ion and Recoil PHONONS        
 See SRIM Outputs\TDATA.txt for calc. details
======================================== 
 See file :  SRIM Outputs\TDATA.txt calculation data
 Ion    =  H   Energy = 35500 keV
============= TARGET MATERIAL ======================================
Layer  1 : Skin_Human (W&W type 1)
Layer Width =     1.E+07 AAA ;
  Layer # 1- Density = 10.56E22 atoms/cm3 = 1.09 g/cm3
  Layer # 1-  H = 61.7 Atomic Percent = 10.0 Mass Percent
  Layer # 1-  C = 12.9 Atomic Percent = 25.0 Mass Percent
  Layer # 1-  N = 2.04 Atomic Percent = 4.60 Mass Percent
  Layer # 1-  O = 23.1 Atomic Percent = 59.4 Mass Percent
  Layer # 1-  S = 5.82 Atomic Percent = .300 Mass Percent
  Layer # 1- Cl = .052 Atomic Percent = .300 Mass Percent
  Layer # 1- Na = .054 Atomic Percent = .200 Mass Percent
  Layer # 1-  K = 1.59 Atomic Percent = .100 Mass Percent
Layer  2 : Cortical Bone  Adult (W&W)
Layer Width =     4.E+07 AAA ;
  Layer # 2- Density = 9.946E22 atoms/cm3 = 1.92 g/cm3
  Layer # 2- Ca = 6.53 Atomic Percent = 22.5 Mass Percent
  Layer # 2-  P = 3.86 Atomic Percent = 10.3 Mass Percent
  Layer # 2-  H = 39.2 Atomic Percent = 3.40 Mass Percent
  Layer # 2-  C = 15.0 Atomic Percent = 15.5 Mass Percent
  Layer # 2-  N = 3.48 Atomic Percent = 4.20 Mass Percent
  Layer # 2-  O = 31.6 Atomic Percent = 43.5 Mass Percent
  Layer # 2-  S = .108 Atomic Percent = .300 Mass Percent
  Layer # 2- Mg = 9.57 Atomic Percent = .200 Mass Percent
Layer  3 : Brain (ICRP)
Layer Width =     3.E+07 AAA ;
  Layer # 3- Density = 10.41E22 atoms/cm3 = 1.03 g/cm3
  Layer # 3-  O = 27.5 Atomic Percent = 73.9 Mass Percent
  Layer # 3-  C = 6.23 Atomic Percent = 12.5 Mass Percent
  Layer # 3-  H = 65.4 Atomic Percent = 11.0 Mass Percent
  Layer # 3-  N = .565 Atomic Percent = 1.33 Mass Percent
  Layer # 3-  P = 6.72 Atomic Percent = .350 Mass Percent
  Layer # 3-  K = 4.71 Atomic Percent = .309 Mass Percent
  Layer # 3- Cl = 4.02 Atomic Percent = .240 Mass Percent
  Layer # 3- Na = 4.65 Atomic Percent = .179 Mass Percent
Layer  4 : Brain Tumour (ICRP brain comp.)
Layer Width =     2.E+07 AAA ;
  Layer # 4- Density = 10.62E22 atoms/cm3 = 1.05 g/cm3
  Layer # 4-  O = 27.5 Atomic Percent = 73.9 Mass Percent
  Layer # 4-  C = 6.23 Atomic Percent = 12.5 Mass Percent
  Layer # 4-  H = 65.4 Atomic Percent = 11.0 Mass Percent
  Layer # 4-  N = .565 Atomic Percent = 1.33 Mass Percent
  Layer # 4-  P = 6.72 Atomic Percent = .350 Mass Percent
  Layer # 4-  K = 4.71 Atomic Percent = .309 Mass Percent
  Layer # 4- Cl = 4.02 Atomic Percent = .240 Mass Percent
  Layer # 4- Na = 4.65 Atomic Percent = .179 Mass Percent
====================================================================
 Total Ions calculated =10000.00
========================================================
  Table Units are  >>>> Phonons /(Angstrom-Ion)  <<<<  
========================================================
  DEPTH       PHONONS     PHONONS    
  (Ang.)      by ION      by RECOILS 
-----------  -----------  -----------
100000.E+01  120699.E-10  172445.E-10
200000.E+01  121241.E-10  172855.E-10
300000.E+01  122235.E-10  190525.E-10
400000.E+01  121790.E-10  207857.E-10
500000.E+01  122515.E-10  194824.E-10
600000.E+01  123858.E-10  197962.E-10
700000.E+01  123102.E-10  185558.E-10
800000.E+01  125038.E-10  211017.E-10
900000.E+01  125399.E-10  239225.E-10
100000.E+02  131495.E-10  219664.E-10
110000.E+02  176454.E-10  361903.E-10
120000.E+02  177854.E-10  395221.E-10
130000.E+02  177536.E-10  365354.E-10
140000.E+02  181709.E-10  357925.E-10
150000.E+02  182962.E-10  465394.E-10
160000.E+02  185083.E-10  301886.E-10
170000.E+02  186056.E-10  352409.E-10
180000.E+02  188179.E-10  512319.E-10
190000.E+02  190399.E-10  397251.E-10
200000.E+02  192591.E-10  513187.E-10
210000.E+02  194637.E-10  369597.E-10
220000.E+02  198103.E-10  372795.E-10
230000.E+02  197672.E-10  329544.E-10
240000.E+02  200959.E-10  340165.E-10
250000.E+02  203446.E-10  443724.E-10
260000.E+02  205139.E-10  502041.E-10
270000.E+02  205119.E-10  468132.E-10
280000.E+02  209809.E-10  384910.E-10
290000.E+02  212059.E-10  419976.E-10
300000.E+02  213002.E-10  447263.E-10
310000.E+02  216116.E-10  380203.E-10
320000.E+02  218035.E-10  465899.E-10
330000.E+02  221105.E-10  468142.E-10
340000.E+02  224886.E-10  435788.E-10
350000.E+02  228262.E-10  428328.E-10
360000.E+02  232125.E-10  486643.E-10
370000.E+02  235360.E-10  476776.E-10
380000.E+02  238774.E-10  413887.E-10
390000.E+02  243619.E-10  519396.E-10
400000.E+02  245324.E-10  555292.E-10
410000.E+02  249279.E-10  516154.E-10
420000.E+02  251518.E-10  421062.E-10
430000.E+02  260337.E-10  656443.E-10
440000.E+02  262424.E-10  606720.E-10
450000.E+02  269130.E-10  552106.E-10
460000.E+02  271239.E-10  534446.E-10
470000.E+02  275956.E-10  517967.E-10
480000.E+02  283173.E-10  494921.E-10
490000.E+02  288016.E-10  591944.E-10
500000.E+02  306166.E-10  630626.E-10
510000.E+02  175769.E-10  300295.E-10
520000.E+02  175497.E-10  369110.E-10
530000.E+02  179178.E-10  363223.E-10
540000.E+02  181013.E-10  408351.E-10
550000.E+02  184368.E-10  339211.E-10
560000.E+02  188017.E-10  363474.E-10
570000.E+02  189990.E-10  373246.E-10
580000.E+02  192910.E-10  369590.E-10
590000.E+02  195747.E-10  372149.E-10
600000.E+02  200249.E-10  459832.E-10
610000.E+02  203344.E-10  371149.E-10
620000.E+02  209755.E-10  495993.E-10
630000.E+02  214103.E-10  485733.E-10
640000.E+02  216925.E-10  456712.E-10
650000.E+02  223557.E-10  397572.E-10
660000.E+02  226703.E-10  553059.E-10
670000.E+02  230099.E-10  521940.E-10
680000.E+02  237642.E-10  519980.E-10
690000.E+02  245659.E-10  501340.E-10
700000.E+02  251918.E-10  472788.E-10
710000.E+02  258566.E-10  479209.E-10
720000.E+02  264963.E-10  467917.E-10
730000.E+02  274025.E-10  505025.E-10
740000.E+02  281558.E-10  616654.E-10
750000.E+02  294578.E-10  516340.E-10
760000.E+02  306552.E-10  597927.E-10
770000.E+02  319394.E-10  662521.E-10
780000.E+02  333279.E-10  703290.E-10
790000.E+02  351222.E-10  669796.E-10
800000.E+02  381781.E-10  872733.E-10
810000.E+02  403630.E-10  760937.E-10
820000.E+02  431982.E-10  807480.E-10
830000.E+02  474652.E-10  104938.E-09
840000.E+02  521522.E-10  104643.E-09
850000.E+02  606868.E-10  123502.E-09
860000.E+02  753927.E-10  165435.E-09
870000.E+02  105035.E-09  213917.E-09
880000.E+02  142743.E-09  316236.E-09
890000.E+02  166093.E-09  352506.E-09
900000.E+02  140050.E-09  289413.E-09
910000.E+02  720351.E-10  152258.E-09
920000.E+02  268395.E-10  575069.E-10
930000.E+02  640473.E-11  165150.E-10
940000.E+02  998247.E-12  209114.E-11
950000.E+02  893977.E-13  197982.E-12
960000.E+02  000000.E+00  000000.E+00
970000.E+02  000000.E+00  000000.E+00
980000.E+02  000000.E+00  000000.E+00
990000.E+02  000000.E+00  000000.E+00
100000.E+03  000000.E+00  000000.E+00
