====== 35.5 MeV H into skin/skull/brain/tumour =======
        SRIM-2013.00
========================================
      Ion and Recoil IONIZATION     
 See SRIM Outputs\TDATA.txt for details   
========================================
 See file :  SRIM Outputs\TDATA.txt   for calculation data
 Ion    =  H   Energy = 35500 keV
============= TARGET MATERIAL ======================================
Layer 1 : Skin_Human (W&W type 1)
Layer Width = 10000.E+03 A ;
  Layer # 1- Density = 10.56E22 atoms/cm3 = 1.09 g/cm3
  Layer # 1-  H = 61.7 Atomic Percent = 10.0 Mass Percent
  Layer # 1-  C = 12.9 Atomic Percent = 25.0 Mass Percent
  Layer # 1-  N = 2.04 Atomic Percent = 4.60 Mass Percent
  Layer # 1-  O = 23.1 Atomic Percent = 59.4 Mass Percent
  Layer # 1-  S = 5.82 Atomic Percent = .300 Mass Percent
  Layer # 1- Cl = .052 Atomic Percent = .300 Mass Percent
  Layer # 1- Na = .054 Atomic Percent = .200 Mass Percent
  Layer # 1-  K = 1.59 Atomic Percent = .100 Mass Percent
Layer 2 : Cortical Bone  Adult (W&W)
Layer Width = 40000.E+03 A ;
  Layer # 2- Density = 9.946E22 atoms/cm3 = 1.92 g/cm3
  Layer # 2- Ca = 6.53 Atomic Percent = 22.5 Mass Percent
  Layer # 2-  P = 3.86 Atomic Percent = 10.3 Mass Percent
  Layer # 2-  H = 39.2 Atomic Percent = 3.40 Mass Percent
  Layer # 2-  C = 15.0 Atomic Percent = 15.5 Mass Percent
  Layer # 2-  N = 3.48 Atomic Percent = 4.20 Mass Percent
  Layer # 2-  O = 31.6 Atomic Percent = 43.5 Mass Percent
  Layer # 2-  S = .108 Atomic Percent = .300 Mass Percent
  Layer # 2- Mg = 9.57 Atomic Percent = .200 Mass Percent
Layer 3 : Brain (ICRP)
Layer Width = 30000.E+03 A ;
  Layer # 3- Density = 10.41E22 atoms/cm3 = 1.03 g/cm3
  Layer # 3-  O = 27.5 Atomic Percent = 73.9 Mass Percent
  Layer # 3-  C = 6.23 Atomic Percent = 12.5 Mass Percent
  Layer # 3-  H = 65.4 Atomic Percent = 11.0 Mass Percent
  Layer # 3-  N = .565 Atomic Percent = 1.33 Mass Percent
  Layer # 3-  P = 6.72 Atomic Percent = .350 Mass Percent
  Layer # 3-  K = 4.71 Atomic Percent = .309 Mass Percent
  Layer # 3- Cl = 4.02 Atomic Percent = .240 Mass Percent
  Layer # 3- Na = 4.65 Atomic Percent = .179 Mass Percent
Layer 4 : Brain Tumour (ICRP brain comp.)
Layer Width = 20000.E+03 A ;
  Layer # 4- Density = 10.62E22 atoms/cm3 = 1.05 g/cm3
  Layer # 4-  O = 27.5 Atomic Percent = 73.9 Mass Percent
  Layer # 4-  C = 6.23 Atomic Percent = 12.5 Mass Percent
  Layer # 4-  H = 65.4 Atomic Percent = 11.0 Mass Percent
  Layer # 4-  N = .565 Atomic Percent = 1.33 Mass Percent
  Layer # 4-  P = 6.72 Atomic Percent = .350 Mass Percent
  Layer # 4-  K = 4.71 Atomic Percent = .309 Mass Percent
  Layer # 4- Cl = 4.02 Atomic Percent = .240 Mass Percent
  Layer # 4- Na = 4.65 Atomic Percent = .179 Mass Percent
====================================================================
 Total Ions calculated =010000.00
===============================================================
  Ionization Energy Units are  >>>>  eV /(Angstrom-Ion)  <<<<  
===============================================================

  TARGET       IONIZ.       IONIZ.  
  DEPTH         by           by     
  (Ang)        IONS         RECOILS 
-----------  -----------  -----------
100000.E+01  1793.81E-04  1358.50E-08
200000.E+01  1805.84E-04  8788.17E-09
300000.E+01  1808.70E-04  1803.14E-08
400000.E+01  1817.07E-04  1858.88E-08
500000.E+01  1823.05E-04  2289.44E-08
600000.E+01  1837.69E-04  1507.20E-08
700000.E+01  1842.83E-04  2179.12E-08
800000.E+01  1851.55E-04  1355.14E-08
900000.E+01  1861.13E-04  2598.91E-08
100000.E+02  1863.70E-04  1094.74E-08
110000.E+02  2909.01E-04  2047.58E-08
120000.E+02  2930.11E-04  2474.86E-08
130000.E+02  2953.63E-04  4155.80E-08
140000.E+02  2972.65E-04  2188.91E-08
150000.E+02  2992.02E-04  6904.45E-08
160000.E+02  3019.93E-04  1330.11E-08
170000.E+02  3046.20E-04  2296.50E-08
180000.E+02  3061.75E-04  1427.38E-07
190000.E+02  3094.68E-04  2027.53E-08
200000.E+02  3120.12E-04  8758.95E-08
210000.E+02  3165.12E-04  9623.92E-08
220000.E+02  3165.66E-04  2560.82E-08
230000.E+02  3194.11E-04  1861.45E-08
240000.E+02  3220.21E-04  1716.89E-08
250000.E+02  3254.94E-04  2179.48E-08
260000.E+02  3281.14E-04  5180.24E-08
270000.E+02  3312.11E-04  4940.19E-08
280000.E+02  3349.25E-04  2206.93E-08
290000.E+02  3374.32E-04  7433.42E-08
300000.E+02  3413.74E-04  2403.86E-08
310000.E+02  3449.13E-04  2238.32E-08
320000.E+02  3474.40E-04  4126.78E-08
330000.E+02  3512.95E-04  1511.79E-07
340000.E+02  3554.18E-04  8679.54E-08
350000.E+02  3593.09E-04  1926.79E-08
360000.E+02  3631.97E-04  2718.73E-08
370000.E+02  3677.10E-04  3459.78E-08
380000.E+02  3716.91E-04  1731.11E-08
390000.E+02  3770.02E-04  4683.39E-08
400000.E+02  3820.69E-04  8366.32E-08
410000.E+02  3864.42E-04  3625.42E-08
420000.E+02  3924.95E-04  1860.76E-08
430000.E+02  3977.37E-04  1158.78E-07
440000.E+02  4036.03E-04  1406.90E-07
450000.E+02  4108.71E-04  3514.50E-08
460000.E+02  4157.36E-04  2795.95E-08
470000.E+02  4218.43E-04  2673.97E-08
480000.E+02  4287.67E-04  2364.15E-08
490000.E+02  4358.18E-04  4064.92E-08
500000.E+02  4442.49E-04  4420.52E-08
510000.E+02  2789.44E-04  2478.73E-08
520000.E+02  2825.87E-04  7275.20E-08
530000.E+02  2862.06E-04  4355.99E-08
540000.E+02  2891.58E-04  4930.48E-08
550000.E+02  2931.33E-04  2397.74E-08
560000.E+02  2973.55E-04  5512.65E-08
570000.E+02  3012.89E-04  1789.27E-07
580000.E+02  3060.49E-04  2944.92E-08
590000.E+02  3096.13E-04  2955.36E-08
600000.E+02  3147.50E-04  1540.68E-07
610000.E+02  3202.44E-04  3380.19E-08
620000.E+02  3251.20E-04  1351.33E-07
630000.E+02  3304.27E-04  7932.20E-08
640000.E+02  3365.16E-04  5524.34E-08
650000.E+02  3428.15E-04  3500.91E-08
660000.E+02  3490.77E-04  1521.18E-07
670000.E+02  3556.96E-04  7103.46E-08
680000.E+02  3635.80E-04  5503.31E-08
690000.E+02  3715.09E-04  6977.45E-08
700000.E+02  3799.82E-04  5369.73E-08
710000.E+02  3894.15E-04  4166.26E-08
720000.E+02  3991.14E-04  5428.71E-08
730000.E+02  4101.38E-04  5824.63E-08
740000.E+02  4214.17E-04  6606.50E-08
750000.E+02  4344.68E-04  8454.66E-08
760000.E+02  4492.94E-04  9609.41E-08
770000.E+02  4649.23E-04  5429.93E-08
780000.E+02  4830.80E-04  1562.07E-07
790000.E+02  5031.78E-04  5051.15E-08
800000.E+02  5278.22E-04  1410.33E-07
810000.E+02  5663.20E-04  8485.03E-08
820000.E+02  6008.27E-04  7819.14E-08
830000.E+02  6452.40E-04  1523.84E-07
840000.E+02  7022.14E-04  1502.55E-07
850000.E+02  7827.49E-04  9662.45E-08
860000.E+02  8994.02E-04  2142.50E-07
870000.E+02  1057.40E-03  3005.28E-07
880000.E+02  1158.00E-03  3152.71E-07
890000.E+02  1075.47E-03  3506.36E-07
900000.E+02  7349.28E-04  2438.45E-07
910000.E+02  3364.15E-04  1185.14E-07
